OBJECTID,GEOID,ACCESS_,Shape__Area,Shape__Length
1120,421010149003000,Low Access,87456.0117797852,1436.67520402937
1121,421010152005004,Low Access,70953.0619506836,1356.6106650459
1122,421010152005006,Low Access,3606.57305908203,301.202520454571
1123,421010152003008,Low Access,54026.9619750977,991.917478297589
1124,421010137005005,Low Access,146304.415588379,1585.48608255962
1125,421010135002002,Low Access,73537.4019165039,1175.36374034408
1126,421010149006001,Low Access,112076.877746582,1734.50008608687
1127,421010151011010,Low Access,68061.2400512695,1199.44133239139
1128,421010136023000,Low Access,60584.4588012695,1176.12549536322
1129,421010137003004,Low Access,83783.2139282227,1368.7470168877
1130,421010137001005,No Access,59845.3681640625,1081.50059977599
1131,421010137002018,Low Access,52720.3627319336,1069.05338979545
1132,421010138002023,Low Access,95984.8815917969,1310.73649159026
1133,421010151021026,Low Access,88574.030090332,1437.28305004201
1134,421010151021023,Low Access,174081.120788574,2579.19934019433
1135,421010149003005,Low Access,105214.532653809,1451.87782140982
1136,421010138001003,Low Access,118613.085327148,1499.19322713205
1137,421010151021018,Low Access,49463.5473632813,1159.22936623562
1138,421010149001003,Low Access,115650.725585938,1435.14056409652
1139,421010148001009,Low Access,101043.061401367,1433.0833574158
1140,421010149001010,Low Access,74734.4006958008,1231.88813367992
1141,421010137005017,Low Access,43611.6981201172,1182.63265313943
1142,421010137005018,No Access,7217.70050048828,414.800208396427
1143,421010136023001,Low Access,72981.6293334961,1233.29850424991
1144,421010151011007,No Access,101002.97454834,1312.30720795063
1145,421010151011011,Low Access,54688.353515625,1140.1601936794
1146,421010149006020,No Access,57407.9897460938,959.404460267827
1147,421010149006012,No Access,34399.7341308594,766.413954292055
1148,421010149006007,No Access,31715.296875,744.008986652365
1149,421010149006003,Low Access,65863.9118652344,1189.32111550711
1150,421010138002007,Low Access,29386.9600830078,729.096514957082
1151,421010149001011,Low Access,77778.5590820313,1248.77448311488
1152,421010139001001,Low Access,99625.9670410156,1464.95174557871
1153,421010138001008,Low Access,63043.3566894531,1182.98563151707
1154,421010149001009,Low Access,71597.8344116211,1223.37140681179
1155,421010139001007,Low Access,61152.9155883789,1181.54493638384
1156,421010138002030,Low Access,47066.6188964844,984.65788543176
1157,421010138002028,Low Access,49404.8256225586,928.074713990851
1158,421010138002029,Low Access,101251.454406738,1373.25537464566
1159,421010152002022,Low Access,130340.324707031,1584.56006347163
1160,421010148001005,Low Access,258106.704284668,2041.66229028481
1161,421010152004008,Low Access,63021.5891723633,1333.06465278058
1162,421010148001008,Low Access,65597.6649780273,1299.9498353848
1163,421010152004006,Low Access,127046.324829102,1566.45077718698
1164,421010148001018,Low Access,35898.8996582031,844.482466711084
1165,421010137003000,Low Access,69668.8851318359,1317.3691110906
1166,421010137003006,Low Access,66956.3822631836,1278.1065713987
1167,421010137002013,Low Access,67318.4116821289,1125.38927041763
1168,421010151022017,Low Access,63479.4209594727,1329.05323753869
1169,421010149003001,Low Access,78064.1343383789,1404.93473766582
1170,421010149003006,Low Access,83463.2933959961,1212.72241443273
1171,421010149001002,Low Access,42857.0227050781,1007.84265558704
1172,421010152005003,Low Access,88549.3800048828,1421.01914616247
1173,421010139002005,Low Access,36373.9650268555,763.954728852476
1174,421010139002016,Low Access,57297.8703613281,1164.96681315668
1175,421010149006005,No Access,64876.8255615234,1022.7795663464
1176,421010149006011,Low Access,64852.1564941406,1182.60384254256
1177,421010149006021,No Access,30506.4215698242,734.401956108259
1178,421010149006017,No Access,51513.6186523438,923.835327108851
1179,421010137005007,No Access,311699.088500977,2828.32140963554
1180,421010138002016,Low Access,150975.544311523,1764.27830417664
1181,421010138002001,Low Access,66514.7631225586,1199.83242580754
1182,421010138001000,Low Access,65590.9700927734,1194.38141400228
1183,421010138001016,Low Access,53903.0349121094,1140.55961120079
1184,421010138001014,Low Access,55224.1618041992,1144.58696499444
1185,421010139001002,Low Access,69247.6605834961,1054.73109046185
1186,421010137005021,No Access,213766.811157227,1937.47754813622
1187,421010152003004,Low Access,123788.026672363,1552.48890044867
1188,421010152002026,Low Access,42206.8405151367,825.094073267274
1189,421010149001004,Low Access,45017.6112060547,1003.68085110391
1190,421010139001000,Low Access,218296.544067383,1947.84349360878
1191,421010137002020,Low Access,43813.2368774414,1021.96990929391
1192,421010151011012,Low Access,46736.9010009766,1104.87027189019
1193,421010151011008,No Access,93162.9378662109,1274.75094973608
1194,421010149006009,Low Access,58348.0592651367,1152.56416308023
1195,421010137005002,Low Access,83510.1674804688,1515.37457313699
1196,421010149004001,Low Access,71462.3825073242,1388.1766678579
1197,421010151021019,Low Access,12918.4428100586,1183.07943011501
1198,421010137003001,Low Access,89266.1254882813,1386.79647331017
1199,421010137002002,Low Access,82893.5043334961,1366.48802052469
1200,421010149003008,Low Access,104235.319946289,1436.31762162014
1201,421010137005020,No Access,67333.1319580078,1194.0323666678
1202,421010137005019,No Access,101266.768188477,1347.52820606489
1203,421010137001003,Low Access,62990.1375732422,1200.56557781842
1204,421010137002003,Low Access,79694.725769043,1325.71078493674
1205,421010137002017,Low Access,21076.4301757813,579.558729065838
1206,421010137002016,Low Access,26265.4997558594,666.898089019504
1207,421010151021022,Low Access,156960.167358398,1697.78148528809
1208,421010151021024,Low Access,100613.56817627,1440.61707570657
1209,421010151021014,Low Access,308851.658813477,4511.80185841746
1210,421010139001004,Low Access,30808.0247802734,741.002391684393
1211,421010138001007,Low Access,59112.9223632813,1165.52710394772
1212,421010138001011,Low Access,55840.3748168945,1148.96820521161
1213,421010138002008,Low Access,30151.8090820313,704.302626818075
1214,421010138001010,Low Access,56324.4562988281,1151.31523596807
1215,421010138001009,Low Access,54623.4899902344,1142.69490431611
1216,421010137002022,Low Access,49156.4476928711,1046.42815782384
1217,421010137005012,No Access,93950.5235595703,1513.64409546321
1218,421010151022011,Low Access,92329.1249389648,1475.57831795288
1219,421010137003003,Low Access,70097.1480102539,1315.17944385494
1220,421010152002021,Low Access,128041.614196777,1578.19498708537
1221,421010137001009,Low Access,43888.4346313477,992.947342853431
1222,421010137002010,Low Access,68427.8251953125,1121.01971100742
1223,421010137002014,Low Access,58072.8788452148,1130.16728937203
1224,421010151021025,Low Access,93601.3480834961,1573.92847596051
1225,421010151021027,Low Access,44420.6221313477,891.168801810195
1226,421010152003005,Low Access,121335.439758301,1870.79123454088
1227,421010152003007,Low Access,28390.2457885742,749.808691975792
1228,421010149001006,Low Access,96939.3433837891,1331.12811916648
1229,421010149001007,Low Access,81488.1649169922,1266.93559952457
1230,421010149001001,Low Access,65828.9577026367,1030.08846427469
1231,421010149001000,Low Access,68986.1571655273,1195.25333993638
1232,421010148001006,Low Access,130268.993774414,1588.54783669964
1233,421010152004010,Low Access,126849.429931641,1561.12425389366
1234,421010148001019,Low Access,73578.2815551758,1235.76684991131
1235,421010139001006,Low Access,19014.4066162109,649.986153794422
1236,421010152003002,Low Access,253919.124023438,2027.09321068926
1237,421010151011001,Low Access,72567.3583984375,1359.88817462597
1238,421010135002001,Low Access,73150.7879638672,1124.17782540288
1239,421010139003008,Low Access,38731.7454223633,947.682494022063
1240,421010148001017,Low Access,94153.9592895508,1418.29344966751
1241,421010139002009,Low Access,51568.7024536133,1048.82584481823
1242,421010151011004,Low Access,83636.4564208984,1298.27107649209
1243,421010151011005,Low Access,88321.3374023438,1317.13534318036
1244,421010148001014,Low Access,82269.4788818359,1371.66893128139
1245,421010139002004,Low Access,29301.0520019531,842.203105147271
1246,421010139003004,Low Access,95921.9583740234,1258.43620301114
1247,421010135002000,Low Access,89494.1193847656,1217.0337255847
1248,421010152002028,Low Access,43884.4486083984,839.785560289544
1249,421010152003001,Low Access,124524.828918457,1565.44672295359
1250,421010151011000,No Access,86338.8100585938,1412.59008099824
1251,421010151022007,No Access,88989.2935791016,1421.22766402549
1252,421010152004012,Low Access,123686.009460449,1552.6476790779
1253,421010148001013,Low Access,114881.687988281,1434.79053646947
1254,421010139002019,Low Access,32537.7893066406,759.220082600275
1255,421010151011002,Low Access,87725.8667602539,1415.87720959824
1256,421010151023015,Low Access,84754.369140625,1271.67467475026
1257,421010151011003,Low Access,87850.9226074219,1317.03311200429
1258,421010135004006,Low Access,47582.3299560547,1113.05326506713
1259,421010135004005,Low Access,54374.8917236328,1145.82799018207
1260,421010152004013,Low Access,74753.8629150391,1374.24982653201
1261,421010139002021,Low Access,81934.2658691406,1485.67720420067
1262,421010139002003,Low Access,69411.7624511719,1325.27780345706
1263,421010151022006,No Access,157917.885620117,1670.83185806165
1264,421010139003001,Low Access,45200.3330078125,1007.50827641281
1265,421010148001004,Low Access,106108.56036377,1506.97406898122
1266,421010152002027,Low Access,38844.6502685547,793.911436614731
1267,421010139002011,Low Access,114518.758972168,1547.00202807468
1268,421010152002020,Low Access,127503.934265137,1575.88425366527
1269,421010152004011,Low Access,126749.865539551,1561.01767644543
1270,421010152004004,Low Access,124702.190124512,1556.25898634949
1271,421010139002013,Low Access,17822.5885620117,663.167421598358
1272,421010139002008,Low Access,85976.233581543,1206.36916555967
1273,421010151012012,Low Access,79539.467956543,1260.11539751434
1274,421010152003000,Low Access,128171.890258789,1573.54798459592
1275,421010152002023,Low Access,105352.343017578,1380.13910332755
1276,421010135002003,Low Access,70027.869934082,1158.87977829501
1277,421010152004005,Low Access,127443.520507813,1566.74524559356
1278,421010148001012,Low Access,87213.5635986328,1295.97109233311
1279,421010139002012,Low Access,51609.7952880859,894.354392573762
1280,421010139002020,Low Access,71447.9546508789,1128.0318078664
1281,421010139002028,Low Access,53602.0338745117,988.887755644384
1282,421010139003009,Low Access,42082.1395874023,960.778009666855
1283,421010168001014,Low Access,136381.350524902,1636.09416058133
1284,421010152002013,No Access,193148.78137207,1763.88103287959
1285,421010152002015,Low Access,130074.877441406,1600.14230180388
1286,421010152002014,Low Access,131076.834350586,1602.05759189296
1287,421010171002009,Low Access,38835.3115844727,801.10214391535
1288,421010152002000,Low Access,179740.95916748,1694.40581145383
1289,421010171002006,Low Access,20023.7071533203,611.543936772805
1290,421010169024003,Low Access,175623.623291016,1675.25367294142
1291,421010171004018,Low Access,42000.00390625,887.495431794374
1292,421010169024016,Low Access,53969.6912231445,1079.13423577149
1293,421010172023000,Low Access,60478.2799072266,1099.13775184359
1294,421010172023007,Low Access,51613.7255859375,1059.65898329702
1295,421010171004014,Low Access,88392.6135864258,1413.01034318445
1296,421010171004019,Low Access,44116.493347168,898.830437639646
1297,421010172021003,Low Access,86815.0151367188,1419.63412086489
1298,421010172021002,Low Access,91202.8416748047,1440.44470683789
1299,421010172023002,Low Access,80290.9401855469,1439.76321462108
1300,421010172023008,Low Access,72399.9869995117,1164.90157194692
1301,421010152002025,Low Access,50500.1306762695,899.369553075465
1302,421010172021008,Low Access,86953.8811645508,1424.00821747347
1303,421010172021009,Low Access,71487.1493530273,1354.93082086722
1304,421010169024005,Low Access,80788.0377807617,1244.45838833905
1305,421010169021000,Low Access,83723.5443725586,1278.07164850038
1306,421010172022000,Low Access,85584.703918457,1404.96264595432
1307,421010172021004,Low Access,75489.5534667969,1378.18581740604
1308,421010172023004,Low Access,83673.6521606445,1402.0638434456
1309,421010172023001,Low Access,91261.7398681641,1476.1506913581
1310,421010172022003,Low Access,104301.639770508,1469.70294583184
1311,421010172021007,Low Access,76055.005065918,1382.37987311016
1312,421010151012005,Low Access,102606.241394043,1380.50485484024
1313,421010169024004,Low Access,145847.936340332,1677.91983468838
1314,421010152002024,Low Access,52291.4012451172,914.822052943293
1315,421010171002007,Low Access,7467.70599365234,337.012142260243
1316,421010171004007,No Access,35761.4995117188,2581.60594242098
1317,421010172023006,Low Access,51667.1757202148,1061.66734895125
1318,421010171002003,Low Access,88710.6041870117,1417.65987616062
1319,421010171004017,Low Access,49251.7940673828,937.787155032926
1320,421010169024009,Low Access,32375.3532104492,759.255031636784
1321,421010169024013,Low Access,72357.2057495117,1354.98480871767
1322,421010172023005,Low Access,56206.9598999023,1105.49747998433
1323,421010169021005,Low Access,64226.5319213867,1130.20034151444
1324,421010171004003,Low Access,4106550.10461426,11676.0957530704
1325,421010151012011,Low Access,88624.8436279297,1316.79360612029
1326,421010171004008,No Access,105542.720397949,1588.38495557043
1327,421010171004004,No Access,63740.3834228516,1096.33790259242
1328,421010172021005,Low Access,89591.2509765625,1435.873281293
1329,421010171002005,Low Access,62076.6499023438,1168.0551547993
1330,421010151012010,Low Access,76166.1123657227,1272.28472432667
1331,421010169024000,Low Access,173219.781494141,1762.9250031149
1332,421010169024012,Low Access,67966.2993164063,1223.90899757784
1333,421010169024006,Low Access,63734.7639160156,1162.19937689798
1334,421010169024008,Low Access,42897.4162597656,881.819646185132
1335,421010169021003,Low Access,64475.6424560547,1129.98612197415
1336,421010151012003,Low Access,54875.733215332,1337.57893315575
1337,421010172022001,Low Access,73656.6903686523,1360.27727467864
1338,421010172021006,Low Access,84813.2537841797,1419.88647717678
1339,421010172024005,Low Access,88078.1102294922,1421.55241090642
1340,421010171002008,Low Access,47491.0104370117,904.489445213624
1341,421010169024007,Low Access,171294.505737305,2393.58560715226
1342,421010169023012,Low Access,92662.1618652344,1255.05154656786
1343,421010151012004,Low Access,116966.114990234,1554.27355604693
1344,421010171004009,No Access,158313.008117676,2051.03146256867
1345,421010171004013,Low Access,106966.700561523,1362.83619534208
1346,421010169023011,Low Access,96434.3135375977,1453.60339021538
1347,421010169024014,Low Access,90683.5946655273,1441.57731088068
1348,421010169021004,Low Access,54713.2459106445,1083.45357515846
1349,421010169024001,Low Access,184384.497802734,1804.99207934329
1350,421010172021010,Low Access,31535.3082885742,855.605739259513
1351,421010171004006,No Access,164898.850524902,2109.31764096315
1352,421010171004012,Low Access,852239.649841309,3668.37705055232
1353,421010171004016,Low Access,127942.604858398,1730.92478733655
1354,421010171004015,Low Access,73832.3612060547,1366.13453272466
1355,421010172022005,Low Access,79887.1605224609,1358.00633504005
1356,421010172022004,Low Access,118419.683044434,1539.1783768524
1357,421010169024010,Low Access,66938.9434814453,1142.00910023767
1358,421010169024015,Low Access,61818.6665039063,1118.44093067168
1359,421010169021001,Low Access,81325.2719116211,1266.51349247546
1360,421010169013001,Low Access,79830.9410400391,1265.97148845582
1361,421010151012009,Low Access,76689.5944824219,1233.40134990154
1362,421010172022007,Low Access,70247.1768188477,1208.77114557492
1363,421010172022008,Low Access,58291.0010986328,1160.93249542784
1364,421010172021001,Low Access,74781.7198486328,1384.08868917102
1365,421010171004005,No Access,132097.924743652,1298.16064979499
1366,421010172022002,Low Access,86593.4721069336,1408.00545709962
1367,421010169021002,Low Access,91816.615234375,1480.44411049664
1368,421010169024011,Low Access,73794.8302612305,1172.64563198463
1369,421010172023003,Low Access,97507.9898071289,1499.70318688576
1370,421010172022006,Low Access,46786.0953369141,1055.79233910133
1371,421010169024002,Low Access,89009.1253662109,1483.22032043675
1372,421010151012006,Low Access,96737.1974487305,1330.11467126525
1373,421010172013014,Low Access,86154.5138549805,1408.46280004086
1374,421010164003004,Low Access,80674.7493286133,1448.1832997575
1375,421010175003011,Low Access,101281.497009277,1284.51824838806
1376,421010164003006,Low Access,173746.394897461,1762.64270484943
1377,421010167021006,Low Access,124205.329711914,1554.19656275846
1378,421010167023018,Low Access,35815.7786254883,766.671623810545
1379,421010167024001,Low Access,132281.212036133,1627.77631963449
1380,421010165003000,Low Access,98845.7805786133,1277.93192686272
1381,421010168004006,Low Access,94014.7960205078,1494.40354523627
1382,421010152002017,Low Access,92225.96875,1463.81069977376
1383,421010152001002,Low Access,105629.767089844,1512.02497768818
1384,421010167013003,Low Access,87210.4186401367,1417.7347237608
1385,421010199004026,Low Access,62183.5396728516,1171.96566323205
1386,421010199004027,Low Access,119434.413635254,1522.06869778875
1387,421010167024007,Low Access,92611.0162353516,1487.53847589542
1388,421010168004004,Low Access,132186.139160156,1627.00331394774
1389,421010167013002,Low Access,87490.2839355469,1417.04324670999
1390,421010167013000,Low Access,87203.7902832031,1421.06154223044
1391,421010173002016,Low Access,220890.505371094,2441.60377756804
1392,421010166001002,Low Access,93724.8296508789,1606.8058259342
1393,421010164003014,Low Access,50146.0354614258,914.576073225377
1394,421010164003013,Low Access,117425.704101563,1777.32588634094
1395,421010165003004,Low Access,87605.0905761719,1423.42168493156
1396,421010167024003,Low Access,70409.6461791992,1410.28324004672
1397,421010172013008,Low Access,46252.0936889648,886.63668848865
1398,421010173002002,Low Access,352946.970947266,3230.45859154378
1399,421010167013004,Low Access,69838.4958496094,1358.23896528223
1400,421010167013001,Low Access,72667.5576782227,1367.67113847345
1401,421010167024006,Low Access,75824.5565795898,1429.03577035746
1402,421010166001004,Low Access,57991.5197143555,1059.23324881842
1403,421010166002000,Low Access,133124.66809082,1593.63627770554
1404,421010175003007,Low Access,32840.8493652344,739.881755830648
1405,421010175003010,Low Access,26654.5637207031,684.73482714503
1406,421010164003012,Low Access,40791.8056640625,903.644077223712
1407,421010168003006,Low Access,131520.306762695,1621.11220126529
1408,421010167013006,Low Access,94977.7595214844,1497.58782235453
1409,421010167013008,Low Access,94114.2465209961,1494.90441040115
1410,421010167023016,Low Access,124306.076660156,1552.48362365728
1411,421010167024000,Low Access,138822.731140137,1648.03311496364
1412,421010166002002,Low Access,132235.856994629,1589.78426828891
1413,421010167013010,Low Access,76621.0457763672,1432.27716642025
1414,421010166001006,Low Access,48024.349609375,1013.45044297469
1415,421010167021002,Low Access,72255.8818359375,1361.91927925703
1416,421010167023013,Low Access,64460.1661376953,1023.92313953447
1417,421010166002001,Low Access,81060.7021484375,1384.70813473057
1418,421010166001005,Low Access,140153.510009766,1729.4411692243
1419,421010167013009,Low Access,93097.723449707,1489.06987594092
1420,421010153003002,Low Access,80961.7551879883,1259.01523195918
1421,421010167011007,Low Access,86759.8579711914,1412.26839938137
1422,421010167021003,Low Access,87074.3103027344,1414.04478745378
1423,421010167021004,Low Access,123385.449035645,1549.14993527129
1424,421010167021005,Low Access,122824.047973633,1547.12896990468
1425,421010167024005,Low Access,91904.6458740234,1483.71662006502
1426,421010167023017,Low Access,121878.680297852,1544.72843136924
1427,421010167024002,Low Access,130918.129821777,1620.21138513818
1428,421010167023014,Low Access,27854.2243041992,695.163353687484
1429,421010165003002,Low Access,59312.1665649414,1013.94299469073
1430,421010165003003,Low Access,85610.4841918945,1534.0084463393
1431,421010168004005,Low Access,110106.936767578,1552.1570140187
1432,421010168003003,Low Access,102086.807739258,1472.89563971127
1433,421010168003004,Low Access,108440.087402344,1542.14643883969
1434,421010168003005,Low Access,130691.572753906,1616.56298901017
1435,421010167013011,Low Access,93091.8109741211,1490.9237700406
1436,421010167023009,Low Access,87918.0234375,1229.26594629392
1437,421010167023015,Low Access,130660.100891113,1576.72328623879
1438,421010165003001,Low Access,60028.2661743164,1019.6611546512
1439,421010152002016,Low Access,106008.060424805,1513.74516260364
1440,421010167013007,Low Access,72837.3139038086,1419.77469690857
1441,421010173002017,No Access,89672.8837280273,1320.52924917921
1442,421010175003006,Low Access,82595.2932128906,1458.09034881684
1443,421010175003012,Low Access,44716.3599853516,847.185944312473
1444,421010164003005,Low Access,132806.696105957,1625.25515318846
1445,421010164003011,Low Access,72922.891418457,1170.41723737501
1446,421010164003010,Low Access,102564.127990723,1293.95432336465
1447,421010175004008,Low Access,54610.361328125,935.867240945405
1448,421010167021001,Low Access,85075.4838867188,1409.31499177461
1449,421010167021000,Low Access,123379.606201172,1551.58772712074
1450,421010172013007,Low Access,36499.1770629883,814.991469125198
1451,421010165001005,Low Access,70074.5869140625,1145.36054657322
1452,421010167024004,Low Access,60561.6409912109,1375.77023712994
1453,421010175003009,Low Access,26513.3088378906,683.341486756616
1454,421010199004019,No Access,262978.996520996,2003.33090677933
1455,421010202001017,Low Access,99737.4871826172,1340.25626980088
1456,421010202001016,Low Access,77685.0183105469,1236.21165435381
1457,421010200002011,Low Access,132594.515380859,1489.20894148284
1458,421010199004020,No Access,47325.7361450195,1070.30761979004
1459,421010173002000,Low Access,404749.336242676,2605.90726260978
1460,421010202001019,Low Access,84729.4888916016,1287.21976893819
1461,421010173002001,Low Access,116924.969604492,1625.78918214463
1462,421010201013002,Low Access,262629.057312012,2070.20944932686
1463,421010202001018,Low Access,165624.788574219,1683.24714021583
1464,421010173002006,Low Access,142637.81640625,1538.8525401498
1465,421010203001025,Low Access,31654.2646484375,1183.95298708239
1466,421010152004002,Low Access,147645.900878906,1641.36385193545
1467,421010153003007,Low Access,40765.8089599609,1072.43367610281
1468,421010153003008,Low Access,41945.7301635742,1080.01414934823
1469,421010153003004,Low Access,126871.887084961,1588.48329178413
1470,421010153003005,Low Access,71553.0581665039,1214.56499508487
1471,421010153003001,Low Access,79707.5458374023,1245.12072162983
1472,421010152001001,Low Access,127780.398620605,1593.20779113345
1473,421010153003009,Low Access,64525.6143798828,1180.76315244684
1474,421010152001000,Low Access,129992.497802734,1601.70034210299
1475,421010153003003,Low Access,129786.430419922,1604.02349374992
1476,421010153003006,Low Access,72606.1993408203,1214.95257698011
1477,421010145001011,Low Access,71206.6699829102,1308.55765342119
1478,421010140001014,Low Access,23926.293762207,771.664069493893
1479,421010135004012,Low Access,42349.0933837891,830.161963433135
1480,421010152004015,Low Access,147162.832885742,1632.78711897545
1481,421010148001003,Low Access,89948.6655273438,1450.39284107631
1482,421010148001010,Low Access,85380.9237670898,1277.03956590316
1483,421010139002010,Low Access,54568.9500732422,1064.97569233928
1484,421010153002008,Low Access,72672.3453369141,1216.28662264738
1485,421010148001016,Low Access,79081.4213256836,1248.3423109268
1486,421010139002031,Low Access,99870.1347045898,1339.68438856486
1487,421010152004001,No Access,123493.985351563,1548.46018764832
1488,421010153004003,Low Access,44027.366027832,918.109217742208
1489,421010153004013,Low Access,247652.919067383,2002.17303739402
1490,421010153004011,Low Access,76432.1405029297,1235.71981358849
1491,421010139002002,Low Access,106227.11907959,1451.21040334969
1492,421010139002034,Low Access,30093.2035522461,869.055956640259
1493,421010153004002,Low Access,52291.9953613281,969.002569225925
1494,421010153004006,Low Access,122566.62689209,1549.96709787925
1495,421010152004019,Low Access,25106.2532348633,669.877602805263
1496,421010147002008,Low Access,126830.159118652,1579.72433992863
1497,421010147002007,Low Access,126222.825073242,1575.39563407306
1498,421010147001005,Low Access,116859.165710449,1491.27291621546
1499,421010153002004,Low Access,71692.5549316406,1213.22957842992
1500,421010148001011,Low Access,100858.288513184,1443.5175462311
1501,421010148001002,Low Access,105928.381958008,1506.11084042888
1502,421010152001005,Low Access,70788.4366455078,1206.77793957854
1503,421010153004001,Low Access,61645.6478881836,991.434514678687
1504,421010148001000,Low Access,126155.374938965,1577.97155985313
1505,421010153004018,Low Access,49323.6056518555,888.540705219652
1506,421010153003010,Low Access,63613.7630615234,1176.30664822924
1507,421010153004012,Low Access,85370.1982421875,1275.85228815813
1508,421010153004010,Low Access,85631.7249755859,1273.57030660249
1509,421010140001008,Low Access,62312.5877685547,1168.29409616409
1510,421010152002019,Low Access,104325.674621582,1493.59451834997
1511,421010139003002,Low Access,115380.113220215,1434.4733631025
1512,421010140001010,Low Access,65365.3889160156,1184.08145831622
1513,421010140001011,Low Access,61546.7247924805,1119.36128816101
1514,421010140001015,Low Access,46793.8895263672,954.382496195065
1515,421010140001027,Low Access,110575.56829834,1387.62839455131
1516,421010140001030,Low Access,97230.716796875,1327.96832059771
1517,421010139002022,Low Access,3620.62066650391,313.58472633177
1518,421010135004000,Low Access,17122.8020019531,604.610078114188
1519,421010133002002,Low Access,59003.9990844727,1159.09828378874
1520,421010152001003,Low Access,105973.531311035,1505.59324354513
1521,421010148001001,Low Access,126290.397766113,1578.38724902127
1522,421010139002033,Low Access,65769.5907592773,1072.987977809
1523,421010140001007,Low Access,43771.0633544922,1101.92730148404
1524,421010152004020,Low Access,32512.2747192383,736.778213139324
1525,421010153004005,Low Access,125733.242614746,1562.90251895771
1526,421010153004000,Low Access,43684.2062988281,840.191989323617
1527,421010153002003,Low Access,72513.2808227539,1215.82441131347
1528,421010147002006,Low Access,125683.224243164,1573.48061118697
1529,421010153004016,Low Access,123625.287475586,1550.39714312536
1530,421010139003006,Low Access,40230.8911132813,1069.4496443379
1531,421010139003005,Low Access,74100.5622558594,1225.73295941997
1532,421010135004004,Low Access,102819.303344727,1356.91158045751
1533,421010140001031,Low Access,74370.8233642578,1191.80928638926
1534,421010135004013,Low Access,42336.2877807617,830.038845344417
1535,421010152004014,Low Access,72186.2092285156,1359.35757475847
1536,421010135004015,Low Access,102978.274475098,1293.61285134112
1537,421010135004002,Low Access,11335.6028442383,513.079622679752
1538,421010140001021,Low Access,69844.1976928711,1205.17752591719
1539,421010140001035,Low Access,8430.51104736328,451.285866833945
1540,421010135004001,Low Access,98895.9853515625,1253.3196883105
1541,421010133002004,Low Access,53267.9622802734,926.511446805297
1542,421010148001015,Low Access,68523.7301635742,1200.5541634637
1543,421010139002032,Low Access,97523.0509643555,1293.06753962591
1544,421010152004000,Low Access,90599.9118041992,1261.23017312585
1545,421010153002007,Low Access,73317.8264770508,1221.55165983818
1546,421010153004009,Low Access,122699.675292969,1545.62058111343
1547,421010153004015,Low Access,122592.705200195,1547.26305529706
1548,421010152001004,Low Access,106518.873046875,1372.09280790702
1549,421010139003010,Low Access,51800.1951904297,1123.77934523955
1550,421010140001033,Low Access,20591.8588256836,680.216948211633
1551,421010135004003,Low Access,61921.1818847656,1020.77212106252
1552,421010140001034,Low Access,89293.8403320313,1203.08842786389
1553,421010152001006,Low Access,73557.6404418945,1216.6396081458
1554,421010152004018,Low Access,31696.3858642578,728.617519581969
1555,421010152004017,Low Access,64837.9632568359,1028.07651689931
1556,421010153004008,No Access,123293.704467773,1549.03767879557
1557,421010153002002,Low Access,103521.451904297,1356.07841546375
1558,421010153004017,Low Access,122054.598510742,1543.17349879166
1559,421010152002018,Low Access,91267.4966430664,1452.61184461929
1560,421010139003007,Low Access,46044.6977539063,1097.75084336742
1561,421010140001012,Low Access,41862.6063232422,1001.45159392229
1562,421010135004010,Low Access,42508.7479858398,956.824718405933
1563,421010140001032,Low Access,41544.9810180664,1074.34570387124
1564,421010135004011,Low Access,77270.0880126953,1149.53169245852
1565,421010133002003,Low Access,101440.159912109,1337.0289463544
1566,421010133002010,Low Access,52699.0932617188,1032.22117856523
1567,421010133002005,Low Access,99360.0663452148,1337.8186686094
1568,421010152004003,Low Access,148614.949951172,1643.39407552742
1569,421010141002015,Low Access,202869.724182129,1817.43630949628
1570,421010152004016,Low Access,123531.820983887,1549.06404786382
1571,421010153004007,Low Access,73262.5641479492,1103.70069220135
1572,421010153004004,Low Access,49106.549987793,951.076122419948
1573,421010153002001,Low Access,105092.939208984,1362.78051896524
1574,421010140001013,Low Access,95120.2814331055,1371.82698336337
1575,421010140001009,Low Access,71201.7717285156,1213.64131336368
1576,421010133002006,Low Access,43450.0774536133,1087.59764168985
1577,421010158005004,Low Access,115136.356018066,1614.18590360237
1578,421010158005005,Low Access,30108.0858154297,684.786881969916
1579,421010158005002,Low Access,58027.8620605469,1070.47599305034
1580,421010158005011,Low Access,117053.252502441,1561.06699066997
1581,421010158005001,Low Access,57320.6007080078,981.877053868778
1582,421010158003017,Low Access,143771.498779297,1707.13536219153
1583,421010158003006,Low Access,56976.573425293,1094.8354254151
1584,421010157003036,Low Access,20806.3492431641,577.878981370721
1585,421010157003038,Low Access,35276.9947509766,803.436148270237
1586,421010157003016,Low Access,29028.0294189453,816.026425981043
1587,421010158003012,Low Access,183562.908996582,1710.25482011561
1588,421010158005012,Low Access,59360.8270263672,1004.58969541026
1589,421010158003016,Low Access,103010.051513672,1575.65118868978
1590,421010157003039,Low Access,37843.7515258789,786.853441590453
1591,421010157003015,Low Access,92078.2164306641,1438.27378921705
1592,421010158005007,Low Access,79863.3041381836,1250.24744178833
1593,421010157003024,Low Access,10668.1275024414,450.473925450936
