OBJECTID,GEOID,ACCESS_,Shape__Area,Shape__Length
1856,421010180012010,Low Access,25009.6304321289,636.880037118511
1857,421010180012005,Low Access,83901.4599609375,1165.02479546753
1858,421010180012004,Low Access,46987.1244506836,935.109238046793
1859,421010180012012,Low Access,93673.4327392578,1240.22852864922
1860,421010180012009,Low Access,65437.8750610352,1089.89580617471
1861,421010180012003,Low Access,71102.7244873047,1089.26333490576
1862,421010180023015,Low Access,33811.7678833008,735.832118011787
1863,421010180022012,No Access,71245.3915405273,1313.13773932962
1864,421010180012008,Low Access,52860.522277832,1014.9041284083
1865,421010180023005,Low Access,66805.65625,1083.51887642503
1866,421010180023011,Low Access,30408.5889892578,699.903527951048
1867,421010180022011,Low Access,126119.91217041,1524.50211737426
1868,421010180022013,Low Access,178903.099365234,1925.62036941047
1869,421010180022009,Low Access,38242.3482666016,821.206345156183
1870,421010180022008,Low Access,36804.9145507813,810.376430385935
1871,421010379004008,Low Access,58961.3231811523,1128.28163310571
1872,421010180022000,Low Access,136213.530456543,1606.95762791276
1873,421010379004011,Low Access,77920.9998779297,1222.2401748437
1874,421010180022002,Low Access,79825.1199951172,1407.69874599626
1875,421010180022003,Low Access,77802.4151611328,1399.68620687536
1876,421010180022007,Low Access,28867.4694213867,751.758809056871
1877,421010379004009,Low Access,61004.0973510742,1136.13475050166
1878,421010180022004,Low Access,59625.6342163086,1333.7769980665
1879,421010180022005,Low Access,80425.2590332031,1405.11750249882
1880,421010379004010,Low Access,102545.434570313,1333.31965372616
1881,421010180022006,Low Access,38359.2206420898,822.834853990409
1882,421010036001008,Low Access,102444.352661133,1362.70636990871
1883,421010036003016,No Access,51296.388671875,1014.05061546536
1884,421010033005010,Low Access,63248.2955322266,1185.24381213549
1885,421010036003009,Low Access,61559.3392944336,1091.15934102253
1886,421010033005012,No Access,62663.3689575195,1176.41610219537
1887,421010036004017,No Access,70074.201171875,1212.56630036686
1888,421010032006000,Low Access,69415.068359375,1202.33242098769
1889,421010031001007,Low Access,56447.3516845703,1152.49281032497
1890,421010031001011,Low Access,42708.5661621094,848.938058652718
1891,421010031001006,Low Access,59963.7186889648,1167.07701171455
1892,421010031001008,Low Access,65955.5339355469,1233.67782611078
1893,421010032006001,Low Access,62120.8400268555,1166.42222350589
1894,421010033001010,Low Access,70050.383972168,1213.34412370636
1895,421010032006007,Low Access,59625.1828613281,1161.39014205195
1896,421010032004016,Low Access,64691.8572998047,1187.14556153159
1897,421010036001020,Low Access,110262.495849609,1477.36894135869
1898,421010036003023,Low Access,97403.7495727539,1628.64664666791
1899,421010036003013,Low Access,64851.7409057617,1119.11844081732
1900,421010036003002,Low Access,195935.450378418,1770.78121713544
1901,421010036003001,Low Access,392798.452636719,2684.56126536336
1902,421010039014000,Low Access,71328.0082397461,1218.29040284593
1903,421010039014018,Low Access,40539.2036743164,891.588139992393
1904,421010031002001,Low Access,59007.6190795898,1161.27200968155
1905,421010031003001,No Access,59163.6821289063,1162.06936177771
1906,421010031002000,Low Access,71204.952331543,1214.98640166051
1907,421010030014001,Low Access,71132.3734741211,1208.61858736296
1908,421010030014000,Low Access,72519.975769043,1225.06147816965
1909,421010037012001,Low Access,72857.5679931641,1214.4718055958
1910,421010039014014,Low Access,52763.2772827148,999.677529078371
1911,421010039014016,Low Access,42067.8380737305,870.883174786666
1912,421010039014008,Low Access,73144.1895751953,1224.9476784998
1913,421010039014009,Low Access,57026.5068359375,1153.5833655829
1914,421010031004001,Low Access,86531.1930541992,1408.87826037055
1915,421010037014012,Low Access,75028.4418945313,1232.43622222878
1916,421010037023000,Low Access,213520.249267578,1843.61936459012
1917,421010037021008,Low Access,69316.6958007813,1217.12701402669
1918,421010037021011,Low Access,57165.2401733398,1055.28192157501
1919,421010031001005,Low Access,55733.2069702148,1149.71310860507
1920,421010031004000,Low Access,70679.6271972656,1208.60399279289
1921,421010031002005,No Access,70902.5814208984,1210.43306057545
1922,421010030024007,Low Access,72560.3052978516,1224.5327900352
1923,421010039012010,Low Access,58172.5084228516,1175.56202975409
1924,421010033001007,Low Access,69394.7805786133,1205.7552023097
1925,421010036001006,Low Access,99446.8619995117,1341.42773998318
1926,421010036001004,Low Access,202537.099853516,1800.19369191511
1927,421010036001015,Low Access,95487.9716796875,1320.5231138301
1928,421010033001006,Low Access,61113.3522949219,1172.61653470377
1929,421010037014002,Low Access,73340.2590332031,1120.18684962602
1930,421010031005007,Low Access,86974.9049682617,1408.3731766464
1931,421010037014006,Low Access,73694.0799560547,1230.52626501879
1932,421010037015007,Low Access,71992.047668457,1220.17762622536
1933,421010037011003,Low Access,71079.9846801758,1212.9491062763
1934,421010037021005,Low Access,80985.2850341797,1268.96034401867
1935,421010031005008,Low Access,71135.3590698242,1210.06302444584
1936,421010031003005,Low Access,70728.2145996094,1211.13231548327
1937,421010031001015,Low Access,60798.3355102539,1162.23380854256
1938,421010030023003,Low Access,72106.7087402344,1222.97908780536
1939,421010037011008,Low Access,59528.7164916992,1156.2901996999
1940,421010037021001,Low Access,69661.8856201172,1216.3308447454
1941,421010039012004,Low Access,135439.926635742,1505.38556318624
1942,421010039012002,Low Access,68953.3322143555,1218.86441297975
1943,421010039014003,Low Access,132118.615234375,1488.5335978716
1944,421010037011006,Low Access,68195.8946533203,1197.15179307422
1945,421010039014007,Low Access,69759.7789306641,1210.9591513308
1946,421010031004003,Low Access,71055.1533813477,1219.59345390208
1947,421010031004004,Low Access,86716.9848632813,1407.7662279639
1948,421010037014005,Low Access,71999.7114257813,1221.92272661982
1949,421010037015004,Low Access,60121.2616577148,1165.85207284917
1950,421010037015005,Low Access,74027.2963867188,1363.76455254839
1951,421010037021007,Low Access,98448.1569824219,1343.88468747406
1952,421010031001014,Low Access,66982.4853515625,1193.62720723114
1953,421010031002003,Low Access,70290.1066894531,1209.90217371727
1954,421010032004012,Low Access,65812.3084716797,1192.27129989281
1955,421010039014012,Low Access,31881.8116455078,833.053647596183
1956,421010033001013,No Access,129174.110473633,1467.30138392469
1957,421010033001014,No Access,72403.0980224609,1210.99831860805
1958,421010036001007,Low Access,96526.8316650391,1323.67010104799
1959,421010032004014,No Access,86723.0679321289,1284.21972602038
1960,421010036001002,No Access,97542.4486083984,1335.42335750755
1961,421010037014000,Low Access,79155.2261352539,1294.97496357342
1962,421010036001019,Low Access,96946.6743164063,1324.27910286553
1963,421010036003014,No Access,361609.729003906,2468.46593879478
1964,421010036003021,Low Access,61619.4791259766,1050.59415236897
1965,421010033001008,Low Access,69783.2520751953,1209.61163986438
1966,421010032006008,Low Access,69925.7920532227,1211.86553103585
1967,421010036001005,Low Access,100550.493774414,1345.12536665946
1968,421010032006006,Low Access,71154.6540527344,1210.57586951694
1969,421010036001013,Low Access,107430.698181152,1375.42108053369
1970,421010036003003,Low Access,86809.3925170898,1253.60662964251
1971,421010031001002,Low Access,45028.3900756836,911.416257081809
1972,421010031002002,Low Access,70681.5927124023,1213.85342136234
1973,421010030023008,Low Access,70271.6397094727,1213.10904832411
1974,421010037011001,Low Access,70278.7232055664,1210.02465171188
1975,421010037012005,Low Access,59755.4214477539,1169.34977021672
1976,421010037012004,Low Access,70858.0084228516,1221.59694534924
1977,421010030014007,Low Access,70244.2599487305,1207.80765730371
1978,421010039014015,Low Access,46684.2217407227,894.388576959709
1979,421010039014019,Low Access,37078.3701782227,812.806748193113
1980,421010039012003,Low Access,70555.953918457,1225.10726465129
1981,421010031004006,Low Access,60667.6241455078,1169.8689065703
1982,421010037014008,Low Access,63667.7839355469,1181.39300467712
1983,421010031001017,Low Access,61962.2709350586,1174.37660448629
1984,421010031005005,Low Access,54256.3309936523,1140.94982609811
1985,421010036001025,Low Access,36286.2271118164,1052.96937491746
1986,421010036003004,Low Access,198957.047302246,2142.80913083742
1987,421010031001003,Low Access,74208.4635620117,1228.56212056461
1988,421010031005000,Low Access,71033.3746337891,1213.91805431842
1989,421010037011005,Low Access,60493.278137207,1165.02550016114
1990,421010037021003,Low Access,59978.6444091797,1168.07499892288
1991,421010037021014,Low Access,6145.91278076172,403.869027978589
1992,421010030014004,Low Access,70879.4061279297,1207.13004811199
1993,421010030014006,Low Access,73147.4237670898,1224.34947718492
1994,421010039014006,Low Access,59400.1968994141,1167.35037525277
1995,421010039014002,Low Access,72997.525390625,1227.03301821479
1996,421010039014020,Low Access,40697.4352416992,840.995380983258
1997,421010033001012,No Access,69472.7524414063,1207.52414917525
1998,421010032006003,Low Access,68663.1189575195,1201.15853541126
1999,421010032006004,Low Access,62116.94921875,1176.03004670931
2000,421010036001001,Low Access,64535.3217773438,1186.67174396166
2001,421010036001014,Low Access,106637.615234375,1368.56419158799
2002,421010036001028,Low Access,98670.4765014648,1298.39826525707
2003,421010036001022,Low Access,182614.726135254,1689.38631378117
2004,421010031001019,Low Access,86809.3767700195,1405.72790375629
2005,421010031004007,Low Access,70492.1830444336,1211.21741559816
2006,421010037021006,Low Access,70287.4655151367,1221.67811925827
2007,421010031001012,Low Access,84390.5245361328,1395.86922269917
2008,421010031001018,Low Access,73410.2779541016,1355.26711853915
2009,421010031001020,Low Access,72383.326171875,1222.84956275596
2010,421010031005003,Low Access,69191.6364746094,1202.65833331123
2011,421010031005009,Low Access,59931.950012207,1159.32851415594
2012,421010031002004,Low Access,61138.4889526367,1169.76008099267
2013,421010032004011,Low Access,73122.6468505859,1230.54837997782
2014,421010032004007,No Access,206983.947875977,1818.41675758455
2015,421010031004008,Low Access,86728.8023681641,1410.11439315294
2016,421010037014011,Low Access,63570.0628662109,1183.42952993133
2017,421010037014010,Low Access,70542.1856079102,1212.21590003091
2018,421010037014009,Low Access,72215.1774902344,1219.22305790991
2019,421010037014007,Low Access,64167.2819824219,1189.73508255318
2020,421010037015006,Low Access,86841.8237915039,1408.00674554437
2021,421010037011002,Low Access,60863.1108398438,1168.78279044539
2022,421010031005004,Low Access,54818.2858276367,1141.79153807078
2023,421010031003004,Low Access,59212.5327148438,1158.82090764519
2024,421010031005001,Low Access,58292.4296875,1155.85250840985
2025,421010031003000,No Access,74412.6866455078,1228.16134124514
2026,421010030023007,Low Access,59650.3198852539,1166.44132651272
2027,421010037011009,Low Access,69136.6530761719,1201.17819035671
2028,421010037021013,Low Access,78015.2443237305,1272.54409060791
2029,421010037012002,Low Access,57192.4721679688,1153.86868529034
2030,421010037021000,Low Access,119246.623596191,1418.93487246932
2031,421010039014013,Low Access,60970.4985351563,984.176897091957
2032,421010039014011,Low Access,4215.54870605469,375.281571739132
2033,421010039014001,Low Access,58489.1666870117,1163.79817269776
2034,421010039012007,Low Access,64038.7263183594,1201.43875441605
2035,421010039012005,Low Access,69722.7456665039,1225.55466971083
2036,421010039012001,Low Access,58337.2380371094,1171.63786984398
2037,421010036003010,Low Access,13736.6018066406,770.052827235548
2038,421010033001009,Low Access,61119.5111083984,1170.75530687509
2039,421010036001003,No Access,206132.38293457,1816.71685296256
2040,421010036001018,Low Access,100542.078796387,1343.41217854424
2041,421010036001027,Low Access,4722.41589355469,345.488745899726
2042,421010036003011,Low Access,62816.1708374023,1090.42762751767
2043,421010036003012,Low Access,63839.7997436523,1109.23452985473
2044,421010032004008,Low Access,96239.9567871094,1321.20288986527
2045,421010039012008,Low Access,70316.7697143555,1226.96668247104
2046,421010030023006,Low Access,71697.0238037109,1220.1029635026
2047,421010032006009,No Access,203925.483642578,1802.60683599997
2048,421010032006002,Low Access,70088.203918457,1207.55208794319
2049,421010032004013,No Access,90279.9822998047,1298.13540436032
2050,421010036001017,Low Access,203389.248352051,1798.89676582429
2051,421010036001012,Low Access,98971.4434814453,1334.52514130137
2052,421010036001021,Low Access,13044.340637207,575.148473726361
2053,421010030014002,No Access,59688.1636352539,1155.45454164861
2054,421010037011004,Low Access,70947.8811645508,1210.89557946858
2055,421010037011007,Low Access,59284.2694091797,1154.48550409599
2056,421010037012000,Low Access,72050.3394775391,1210.99422771453
2057,421010037021002,Low Access,71207.507019043,1216.82085448876
2058,421010039014005,No Access,71665.2866210938,1222.98382087771
2059,421010039014017,Low Access,50138.7892456055,965.848511024465
2060,421010037015002,Low Access,75605.5390014648,1261.47637779076
2061,421010031005006,Low Access,66298.4624023438,1193.81867215777
2062,421010031004002,Low Access,71520.9926757813,1220.89284707532
2063,421010037021012,Low Access,53101.2254638672,966.291285160411
2064,421010031001004,Low Access,71399.7547607422,1216.7369982074
2065,421010031001021,Low Access,72254.0075683594,1218.47964986339
2066,421010037014001,Low Access,56882.3421020508,1058.17932143139
2067,421010039012006,Low Access,70950.4840087891,1231.02639716727
2068,421010031005010,Low Access,72718.78515625,1357.97923305499
2069,421010031004005,Low Access,72297.6602172852,1354.988817776
2070,421010037014003,Low Access,30452.1602783203,781.194986784005
2071,421010037014004,Low Access,108299.118225098,1401.40009105465
2072,421010037015008,Low Access,75193.9891357422,1264.4105187693
2073,421010037015000,Low Access,87317.4014892578,1412.60867613178
2074,421010037012006,Low Access,72156.7286987305,1222.00517917077
2075,421010036001023,Low Access,21750.3651733398,801.368393887499
2076,421010036001024,Low Access,7021.19848632813,447.979373640226
2077,421010036001000,Low Access,68206.3508300781,1202.21221276199
2078,421010033001011,Low Access,69076.2333984375,1209.88443610428
2079,421010033001005,Low Access,71003.108581543,1217.62496697812
2080,421010032006005,Low Access,69606.6481323242,1209.70760876773
2081,421010032004015,No Access,54110.0899047852,1139.68892277556
2082,421010036001016,Low Access,206280.232116699,1816.82449372463
2083,421010036003015,No Access,60817.0520629883,1064.6986148466
2084,421010036003018,No Access,59731.801940918,1058.30741993282
2085,421010036001026,Low Access,92723.5868530273,1351.79785467658
2086,421010031001013,Low Access,69104.0361328125,1201.82910808651
2087,421010031001016,Low Access,63327.7733764648,1177.27150586278
2088,421010031005002,Low Access,71412.733215332,1212.38517708314
2089,421010031003003,Low Access,71809.741027832,1214.25591961119
2090,421010031003002,Low Access,68788.080871582,1206.13805671584
2091,421010032004009,Low Access,63898.1009521484,1200.3306760374
2092,421010039014010,Low Access,71752.8371582031,1209.92571821156
2093,421010037011000,Low Access,70989.8028564453,1212.76110228137
2094,421010037021004,Low Access,71332.7582397461,1223.76910199873
2095,421010037012003,Low Access,72137.9373168945,1223.80369300657
2096,421010030014005,Low Access,59370.3592529297,1154.82003841554
2097,421010030014003,Low Access,69849.0815429688,1202.66893494265
2098,421010039014004,Low Access,70755.8583374023,1215.42945154382
2099,421010037012007,No Access,72508.0697631836,1224.53402421148
2100,421010041012011,Low Access,62013.8743286133,1132.48974743964
2101,421010041012012,Low Access,11398.3491210938,523.682527130195
2102,421010041012004,Low Access,31211.514465332,912.110071231482
2103,421010041014000,Low Access,69784.9879760742,1194.29434337082
2104,421010028012006,Low Access,71788.7019042969,1213.6919258193
2105,421010041011013,Low Access,74364.8967285156,1227.30211049045
2106,421010028012004,Low Access,81183.0412597656,1247.03886633504
2107,421010028012000,Low Access,71140.3217773438,1206.81648574932
2108,421010028012008,Low Access,60588.2536621094,1150.2500671792
2109,421010041011001,Low Access,71443.479675293,1214.07100216633
2110,421010042014005,Low Access,58838.252746582,1159.08732539106
2111,421010041013012,Low Access,83182.2883911133,1331.59063104252
2112,421010041021006,Low Access,7869.18695068359,418.331494304216
2113,421010041021005,Low Access,62564.6868896484,1148.04282153501
2114,421010041012008,Low Access,88498.0491943359,1325.04409964554
2115,421010041021001,Low Access,72031.1982421875,1238.12839559326
2116,421010041021007,Low Access,71478.8001708984,1231.67972280578
2117,421010028012003,Low Access,61044.244140625,1173.87193832563
2118,421010041014007,Low Access,58261.6733398438,1141.79864605586
2119,421010041011007,Low Access,55246.5908813477,1138.80495598957
2120,421010041011015,Low Access,57620.5064697266,1149.83133718177
2121,421010041021009,Low Access,69911.2231445313,1223.86143191201
2122,421010041012006,Low Access,63493.2553710938,1188.65409044642
2123,421010042012011,Low Access,64328.2985839844,1202.84997334165
2124,421010028012007,Low Access,68297.9658203125,1189.50739311796
2125,421010028012011,Low Access,68154.4832763672,1186.05537046477
2126,421010041014006,Low Access,69123.3668823242,1192.57150069373
2127,421010028012010,Low Access,70256.2338867188,1207.9525495856
2128,421010041011002,Low Access,59452.4045410156,1158.34586347557
2129,421010041014012,Low Access,54646.1094360352,1126.15627254755
2130,421010041011004,Low Access,71894.6942749023,1215.6551256205
2131,421010042014004,Low Access,70559.5132446289,1213.47093577461
2132,421010041011005,Low Access,58644.9404296875,1160.88015966714
2133,421010041011008,Low Access,74220.5997924805,1223.45823292873
2134,421010030024002,Low Access,74090.3150634766,1232.19535615257
2135,421010041021004,Low Access,60669.9951171875,1179.49465355456
2136,421010041021008,Low Access,60643.3452148438,1184.51029611552
2137,421010041012003,Low Access,70041.8255004883,1191.88138529055
2138,421010041012001,Low Access,71178.993347168,1211.60044241206
2139,421010041011009,Low Access,73404.9210205078,1220.66250967447
2140,421010041011014,Low Access,58392.9201049805,1147.66990348634
2141,421010041021002,Low Access,46684.411315918,900.633829570084
2142,421010041012013,Low Access,30328.2695922852,741.811550059036
2143,421010041012014,Low Access,46813.0797729492,945.438293399897
2144,421010041021011,Low Access,46728.830078125,899.941406253897
2145,421010041012007,Low Access,33479.0492553711,741.535327301778
2146,421010041014011,Low Access,67431.2130126953,1184.85416112614
2147,421010041011010,Low Access,55148.9628295898,1139.30258751305
2148,421010041011012,Low Access,73908.9630126953,1222.5064418672
2149,421010041012010,Low Access,59054.7506103516,1149.91041710809
2150,421010041012000,Low Access,70260.0032958984,1206.341571667
2151,421010041021010,Low Access,71457.5034179688,1233.16412936449
2152,421010041012002,Low Access,69932.2727661133,1192.75910626114
2153,421010041014001,Low Access,130798.598327637,1477.97512357447
2154,421010028012009,Low Access,59503.7896728516,1161.49706602101
2155,421010041011006,Low Access,67647.7057495117,1193.47022986834
2156,421010041012005,Low Access,76256.4885253906,1279.59599018165
2157,421010041012009,Low Access,40985.0602416992,880.439823130283
2158,421010041021003,Low Access,71760.2415771484,1233.80269289883
2159,421010041021012,Low Access,39820.211730957,853.59824166557
2160,421010028012005,Low Access,69878.1132202148,1206.88589656196
2161,421010041011003,Low Access,70083.3583374023,1206.18303191719
2162,421010041011000,Low Access,71138.5471801758,1212.88447075609
2163,421010041011011,Low Access,67605.8407592773,1196.76852007905
2164,421010041023007,Low Access,72222.2432861328,1305.96089768317
2165,421010041023000,Low Access,63648.4235229492,1184.78477150841
2166,421010041022009,Low Access,70928.377746582,1230.57802430403
2167,421010041022008,Low Access,71426.1870117188,1232.56840731322
2168,421010041023003,Low Access,112816.855834961,1411.74736818723
2169,421010041023001,Low Access,70015.4220581055,1232.73782523126
2170,421010041023002,Low Access,93711.7142944336,1325.49676296595
2171,421010041023005,Low Access,82566.5100708008,1352.06016992683
2172,421010041023008,Low Access,75995.1211547852,1321.74457751576
2173,421010041023006,Low Access,80598.048034668,1342.41537579141
2174,421010208001001,No Access,3042158.92993164,7687.60748329347
2175,421010259004002,No Access,193397.813659668,1861.53406857238
2176,421010260001009,No Access,120172.54876709,1476.6361563927
2177,421010261003002,No Access,88823.8735961914,1201.69854289418
2178,421010260003006,No Access,151137.423828125,1592.62023036067
2179,421010261003004,No Access,208933.515563965,2065.01332117312
2180,421010259005003,Low Access,147285.086547852,1687.96620894275
2181,421010261003000,No Access,110737.139160156,1387.74358940951
2182,421010260003005,No Access,150299.363586426,1597.18596853461
2183,421010259004003,No Access,163709.767944336,1774.83316012162
2184,421010260001008,Low Access,195568.433776855,2120.284062617
2185,421010259004001,No Access,142152.965698242,1682.20025279215
2186,421010260003003,No Access,256782.982299805,2275.76883039447
2187,421010261003001,No Access,94205.1113891602,1264.23706295332
2188,421010261003007,No Access,144133.421875,1858.3945936985
2189,421010261003003,No Access,210730.763916016,2074.97451881822
2190,421010260003004,No Access,253969.386657715,2270.65955453787
2191,421010259004000,No Access,139941.736694336,1669.17346732716
2192,421010213001004,No Access,150191.077087402,1621.30607411989
2193,421010210002007,Low Access,158563.00769043,2255.17137613056
2194,421010210004005,Low Access,140065.165100098,1525.53837161333
2195,421010210004016,No Access,73646.0950927734,1288.86217690052
2196,421010210004034,No Access,127545.573486328,1626.7493342783
2197,421010215004006,No Access,155387.63482666,2501.47795217236
2198,421010210002009,Low Access,25455.8124389648,642.063571923927
2199,421010216002018,No Access,157474.438110352,3072.50708232322
2200,421010209003006,No Access,73940.6348266602,2521.00369722567
2201,421010218001007,No Access,382012.470031738,2433.44776717848
2202,421010214003006,Low Access,87258.4603271484,1303.27985643559
2203,421010210004028,No Access,188858.198852539,2997.18770272986
2204,421010209003001,Low Access,83314.0679931641,1266.35437626442
2205,421010216002008,No Access,1196823.8793335,12804.1331751039
2206,421010218001003,Low Access,2267824.29302979,10457.6104977753
2207,421010210004010,No Access,60857.3873291016,995.46975001502
2208,421010215004003,No Access,238801.731994629,2368.70009205845
2209,421010214003007,Low Access,14518.9807739258,538.066887673403
2210,421010216002012,No Access,79027.7838134766,1147.96887972523
2211,421010210004032,No Access,140179.267272949,1942.77484987111
2212,421010214003001,Low Access,39866.2543945313,810.507328140856
2213,421010210004020,No Access,146570.872741699,2532.42655043142
2214,421010210004000,Low Access,81228.747253418,1148.4477325483
2215,421010218001000,No Access,170084.619995117,1722.77621252071
2216,421010218001012,No Access,193168.147155762,2067.55350233476
2217,421010210004021,No Access,94630.5212402344,1535.22077201587
2218,421010210002003,Low Access,127737.971008301,1559.42177261412
2219,421010210001013,Low Access,16961.7034912109,653.611057745675
2220,421010210004009,Low Access,46828.6143798828,897.702012130816
2221,421010209003007,No Access,316422.730224609,3801.90277067512
2222,421010216002000,Low Access,5937718.99047852,14781.1307714482
2223,421010210004004,Low Access,116209.315795898,1857.16765546247
2224,421010210004008,Low Access,86490.2577514648,1195.30826344985
2225,421010210004017,No Access,310249.899536133,2737.12015968335
2226,421010210004012,No Access,81014.7037963867,1350.63231521263
2227,421010210004013,Low Access,99074.8158569336,1350.57341057308
2228,421010210004033,No Access,222895.441711426,2241.58516220673
2229,421010210004025,No Access,240482.421875,2965.20540977853
2230,421010216002004,No Access,9178.5810546875,714.561616337192
2231,421010210004036,Low Access,66359.7159423828,1214.26037219341
2232,421010210002005,Low Access,94154.2926635742,1275.14376982373
2233,421010210004014,No Access,127184.486877441,1688.92159959735
2234,421010210004035,No Access,123555.029724121,1545.84129200705
2235,421010218001001,No Access,661199.32220459,3355.50927362284
2236,421010216002011,No Access,107530.267578125,2476.62268649253
2237,421010213001005,No Access,141891.165893555,1592.83791754228
2238,421010214003004,Low Access,35628.7675170898,835.322637889635
2239,421010210002008,Low Access,32361.3500366211,721.746662802935
2240,421010216002020,No Access,438530.041320801,3499.63711209636
2241,421010215004005,No Access,30807.497253418,749.30123798198
2242,421010210004026,No Access,5285.76043701172,517.194414079224
2243,421010122012001,Low Access,32538.6823730469,1631.39222268671
2244,421010122011001,No Access,16625.5227661133,636.149455283282
2245,421010213001003,Low Access,168567.904174805,1701.57254934808
2246,421010214003003,Low Access,90154.5061035156,1325.46167274815
2247,421010210004002,Low Access,38976.1929321289,807.314980098366
2248,421010210002006,Low Access,226060.852294922,2779.68046171512
2249,421010216002021,No Access,31717.4291381836,803.203188612997
2250,421010216002006,No Access,67707.1575927734,1098.43384666984
2251,421010210004022,Low Access,150042.702392578,1730.0926288896
2252,421010210004030,No Access,155359.537719727,2446.82233617698
2253,421010216002001,No Access,2004958.63928223,12100.3428554877
2254,421010214003009,Low Access,35407.0756835938,853.973492476176
2255,421010122011000,No Access,8377.59307861328,419.458908524561
2256,421010214003005,Low Access,38545.3378295898,827.546738572158
2257,421010216002009,No Access,337810.559570313,5685.21142474232
2258,421010218003001,No Access,1040802.9720459,4651.73670178763
2259,421010215004007,No Access,175224.08380127,2535.07457636954
2260,421010216002005,No Access,8243.65509033203,497.351435227091
2261,421010209003003,Low Access,110221.129089355,1421.14202991015
2262,421010216002003,No Access,120979.471130371,1432.28433380935
2263,421010210004006,Low Access,94826.5080566406,1251.25017199216
2264,421010210004019,No Access,71502.1852416992,1178.64975991627
2265,421010210004018,No Access,67281.725402832,1139.33204066007
2266,421010210004015,No Access,60810.2404785156,1204.03954558941
2267,421010215004002,No Access,2120845.44708252,8132.30706018912
2268,421010216002017,No Access,775925.135864258,5233.84004155764
2269,421010210004029,No Access,38928.0758056641,1487.49115551815
2270,421010210004031,No Access,94639.876953125,1815.39331275499
2271,421010212001001,No Access,467501.674072266,2991.87736437102
2272,421010212001000,No Access,484220.364868164,2915.56826289267
2273,421010213001000,Low Access,158652.811157227,1715.748563711
2274,421010214003008,Low Access,29012.6610717773,702.166522968635
2275,421010209003012,No Access,3464.16510009766,316.140733170723
2276,421010210004023,Low Access,76458.9299926758,1196.1871367801
2277,421010209003011,No Access,393741.383483887,5575.56545556243
2278,421010216002013,No Access,1100034.34991455,9245.98911243351
2279,421010214003010,Low Access,43507.7868652344,935.239967876727
2280,421010210002004,Low Access,121948.441223145,1468.47392666263
2281,421010210004003,Low Access,29936.7111816406,742.212191265934
2282,421010210004007,Low Access,61267.4899902344,1045.46175079381
2283,421010216002002,No Access,191687.661254883,2853.89919305335
2284,421010209003009,No Access,92883.3900146484,2184.04055006014
2285,421010209003002,Low Access,114641.276855469,1433.00271887893
2286,421010209003004,Low Access,129631.674438477,2862.69456053592
2287,421010209003005,Low Access,108508.984558105,1417.60788512923
2288,421010209003000,Low Access,253082.791259766,2176.25664308584
2289,421010239001000,Low Access,120845.662414551,1824.74433993965
2290,421010210004037,No Access,44014.7450561523,1014.33244934971
2291,421010210004011,No Access,21378.1024780273,714.889381528582
2292,421010216002019,No Access,61170.8214111328,2124.37761201608
2293,421010218001005,No Access,106208.108703613,1341.99395952884
2294,421010210004027,No Access,11084.081237793,481.173920382259
2295,421010210004024,Low Access,37818.7772216797,1963.02692675338
2296,421010122012000,No Access,245908.39855957,3545.84989138338
2297,421010216002007,No Access,924709.067321777,12340.3066236528
2298,421010218003002,No Access,317771.484924316,2464.49163577173
2299,421010215004008,No Access,153741.568115234,1821.46808326951
2300,421010209003010,No Access,780140.081665039,5752.83619343477
2301,421010214003000,No Access,147457.050415039,1914.03831422833
2302,421010214003002,Low Access,180029.826843262,2022.75769155392
2303,421010210004001,Low Access,108792.136779785,1490.15535335875
2304,421010218001008,No Access,124429.549133301,1574.89391309949
2305,421010218003000,No Access,679353.798828125,3659.00711800237
2306,421010218001006,Low Access,111765.404907227,1400.0631747033
2307,421010239001001,Low Access,108767.038879395,1666.89237377076
2308,421010203001000,No Access,107394.829711914,1496.30270471328
2309,421010199004014,Low Access,55646.9299926758,1063.24105965874
2310,421010199004016,Low Access,87494.8272094727,1285.08614996659
2311,421010282001013,Low Access,3826.0791015625,286.95188546987
2312,421010283007004,Low Access,113179.283813477,1368.96465474439
2313,421010281002014,Low Access,128670.950134277,1533.66673757195
2314,421010203001015,No Access,127620.183288574,1435.50663596845
2315,421010282001009,Low Access,70626.6486816406,1223.55876098971
2316,421010282001010,Low Access,37023.4313354492,812.471098088981
2317,421010199003003,Low Access,153725.94543457,1691.72872018118
2318,421010199004012,Low Access,111258.151428223,1498.40455628385
2319,421010283007000,Low Access,30922.2026977539,872.504178754522
2320,421010283007005,Low Access,110741.371826172,1353.56687096473
2321,421010199004017,No Access,84026.5579833984,1240.77605867252
2322,421010199003005,Low Access,122345.339782715,1541.62677461673
2323,421010199004011,Low Access,50254.1854248047,967.906081205286
2324,421010199003007,No Access,64488.3843383789,1054.87654662766
2325,421010199004009,Low Access,71925.96484375,1182.00549703727
2326,421010282001004,Low Access,98006.9194946289,1508.15615505819
2327,421010283007001,Low Access,185196.931396484,1694.90870317202
2328,421010283005002,Low Access,125489.92175293,1561.996569944
2329,421010198001005,No Access,119006.608398438,1789.80462888002
2330,421010203001006,No Access,106863.869384766,1330.00004488252
2331,421010198001002,Low Access,325164.715698242,2565.10796694317
2332,421010281002000,Low Access,79079.7403564453,1275.26950028417
