OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SHAPE_LENG,Shape__Area,Shape__Length
14803,42,101,030200,3000,421010302003000,Block 3000,G5040, , ,S,14235,0,+40.0263965,-075.0832374,509.67256951,153297.155334473,1673.07242537954
14804,42,101,030100,4005,421010301004005,Block 4005,G5040, , ,S,16688,0,+40.0193362,-075.0917950,647.47654888,173252.294189453,2101.59734460521
14805,42,101,029300,2000,421010293002000,Block 2000,G5040, , ,S,8876,0,+40.0148579,-075.0926563,381.11743552,95676.9263916016,1251.63898105911
14806,42,101,030100,5008,421010301005008,Block 5008,G5040, , ,S,15425,0,+40.0230830,-075.0883161,530.35266426,166140.44128418,1741.23616212773
14807,42,101,031800,4004,421010318004004,Block 4004,G5040, , ,S,12417,0,+40.0308085,-075.0810431,507.96027438,133815.611083984,1667.77773844662
14808,42,101,031800,3003,421010318003003,Block 3003,G5040, , ,S,6374,0,+40.0305565,-075.0792433,322.54700683,68579.6168212891,1058.27160574985
14809,42,101,030200,2001,421010302002001,Block 2001,G5040, , ,S,8933,0,+40.0285437,-075.0804772,409.83624805,96110.2069091797,1344.76208181552
14810,42,101,030200,2006,421010302002006,Block 2006,G5040, , ,S,11909,0,+40.0267257,-075.0804067,486.23140876,128096.255432129,1595.60880279524
14811,42,101,030200,2002,421010302002002,Block 2002,G5040, , ,S,9143,0,+40.0282064,-075.0798743,412.55494523,98415.7457275391,1354.10706134578
14812,42,101,030200,1005,421010302001005,Block 1005,G5040, , ,S,21313,0,+40.0245595,-075.0800888,598.03300622,229402.446899414,1962.75894637562
14813,42,101,031900,1008,421010319001008,Block 1008,G5040, , ,S,14797,0,+40.0251461,-075.0618806,532.21723207,159205.82409668,1746.563078299
14814,42,101,031900,1009,421010319001009,Block 1009,G5040, , ,S,16762,0,+40.0244842,-075.0614602,568.24050025,180436.659240723,1865.08808174069
14815,42,101,029800,1000,421010298001000,Block 1000,G5040, , ,S,9459,0,+40.0212936,-075.0696479,443.9910046,101740.416259766,1456.97407532386
14816,42,101,031900,5007,421010319005007,Block 5007,G5040, , ,S,5059,0,+40.0245095,-075.0648652,285.47501536,54441.4725952148,936.820088943158
14817,42,101,031900,4005,421010319004005,Block 4005,G5040, , ,S,18952,0,+40.0219445,-075.0640812,538.80735416,204093.450561523,1768.78890909086
14818,42,101,029800,3000,421010298003000,Block 3000,G5040, , ,S,8380,0,+40.0174399,-075.0683754,402.54953113,90226.8403930664,1321.43749477917
14819,42,101,029800,4020,421010298004020,Block 4020,G5040, , ,S,8246,0,+40.0126811,-075.0698584,388.54954077,88782.8931274414,1275.34110326065
14820,42,101,029800,4017,421010298004017,Block 4017,G5040, , ,S,5896,0,+40.0136666,-075.0660861,319.69609724,63428.4940795898,1048.88652630564
14821,42,101,029200,2014,421010292002014,Block 2014,G5040, , ,S,297,0,+40.0262813,-075.0942963,95.04892391,5607.08905029297,350.431823891315
14822,42,101,039000,5004,421010390005004,Block 5004,G5040, , ,S,17373,0,+40.0293128,-075.0912866,540.59303791,186924.002990723,1774.42565238391
14823,42,101,038200,3011,421010382003011,Block 3011,G5040, , ,S,5986,0,+40.0039964,-075.0936260,330.59345497,64309.9328613281,1084.50756032806
14824,42,101,031200,3014,421010312003014,Block 3014,G5040, , ,S,18902,0,+40.0332002,-075.0817580,665.60940975,203498.617675781,2184.38288710903
14825,42,101,019000,3005,421010190003005,Block 3005,G5040, , ,S,0,823,+40.0139633,-075.0938982,432.5383449,16808.0769042969,1457.98222930213
14826,42,101,030100,5011,421010301005011,Block 5011,G5040, , ,S,12477,0,+40.0225075,-075.0888420,498.05514657,134418.245422363,1635.19817272478
14827,42,101,030100,2007,421010301002007,Block 2007,G5040, , ,S,14164,0,+40.0183574,-075.0853149,515.75565619,152275.798522949,1692.01520328966
14828,42,101,029300,1019,421010293001019,Block 1019,G5040, , ,S,10690,0,+40.0145918,-075.0888628,419.36970717,115051.740112305,1377.3929425125
14829,42,101,029300,2004,421010293002004,Block 2004,G5040, , ,S,16758,0,+40.0125353,-075.0895064,561.34117018,180299.811950684,1842.47074165698
14830,42,101,029300,1021,421010293001021,Block 1021,G5040, , ,S,16794,0,+40.0134375,-075.0873992,547.38859082,180738.788269043,1796.22033260123
14831,42,101,030000,6012,421010300006012,Block 6012,G5040, , ,S,13661,0,+40.0143483,-075.0830260,490.17211543,147031.74810791,1608.5335481617
14832,42,101,029800,5001,421010298005001,Block 5001,G5040, , ,S,7148,0,+40.0168394,-075.0710873,356.60079583,76832.2526855469,1169.99858384922
14833,42,101,030200,1003,421010302001003,Block 1003,G5040, , ,S,8035,0,+40.0273155,-075.0775958,374.29365649,86553.9583129883,1228.96100341911
14834,42,101,031200,2012,421010312002012,Block 2012,G5040, , ,S,16740,0,+40.0355084,-075.0717528,545.30287401,180318.46862793,1789.91535999137
14835,42,101,031800,1014,421010318001014,Block 1014,G5040, , ,S,14346,0,+40.0313907,-075.0757661,508.27518514,154484.917114258,1668.58913742423
14836,42,101,031700,2006,421010317002006,Block 2006,G5040, , ,S,17646,0,+40.0332971,-075.0706138,594.21799091,189953.055480957,1950.20895499043
14837,42,101,030000,6000,421010300006000,Block 6000,G5040, , ,S,10247,0,+40.0176595,-075.0834223,432.50682257,110359.645874023,1419.82402987328
14838,42,101,030000,4010,421010300004010,Block 4010,G5040, , ,S,7282,0,+40.0210064,-075.0767952,387.10921157,78404.2327880859,1270.25004608404
14839,42,101,031200,3003,421010312003003,Block 3003,G5040, , ,S,10100,0,+40.0343039,-075.0778475,477.43060003,108642.673095703,1566.26441304598
14840,42,101,031700,4002,421010317004002,Block 4002,G5040, , ,S,15270,0,+40.0357687,-075.0673869,945.65751065,164058.420532227,3104.26346415946
14841,42,101,029800,4006,421010298004006,Block 4006,G5040, , ,S,54,0,+40.0125840,-075.0689885,84.71611163,509.134643554688,277.997741574304
14842,42,101,031700,4001,421010317004001,Block 4001,G5040, , ,S,4494,0,+40.0358585,-075.0659869,633.47489949,48358.2635498047,2079.32785545044
14843,42,101,029100,3002,421010291003002,Block 3002,G5040, , ,S,11856,0,+40.0337483,-075.1036074,481.12646702,127830.780700684,1579.65717936757
14844,42,101,029300,2020,421010293002020,Block 2020,G5040, , ,S,11577,0,+40.0096711,-075.0930872,535.981754,122147.357727051,1718.54461925267
14845,42,101,029800,1005,421010298001005,Block 1005,G5040, , ,S,1549,0,+40.0196524,-075.0681984,351.17197753,19647.2114257813,1163.39980216713
14846,42,101,039000,1025,421010390001025,Block 1025,G5040, , ,S,133,0,+40.0299573,-075.1030720,64.37983253,8805.57995605469,481.368635308649
14847,42,101,031800,1003,421010318001003,Block 1003,G5040, , ,S,3714,0,+40.0335933,-075.0758172,585.54493768,32986.0403442383,1533.55388966377
14848,42,101,031800,1004,421010318001004,Block 1004,G5040, , ,S,22938,0,+40.0324891,-075.0770373,598.94733992,246848.583496094,1965.56815885202
14849,42,101,031800,1006,421010318001006,Block 1006,G5040, , ,S,18032,0,+40.0326976,-075.0747229,607.88742123,193910.344970703,1994.79749361002
14850,42,101,030200,2000,421010302002000,Block 2000,G5040, , ,S,8766,0,+40.0288732,-075.0810643,408.43279104,94382.4874267578,1339.94065652528
14851,42,101,031800,2000,421010318002000,Block 2000,G5040, , ,S,12894,0,+40.0307279,-075.0762740,474.42732469,138788.161743164,1557.38642366857
14852,42,101,030200,1002,421010302001002,Block 1002,G5040, , ,S,7189,0,+40.0268010,-075.0780983,347.973327,77386.545715332,1142.12733447903
14853,42,101,031800,1015,421010318001015,Block 1015,G5040, , ,S,15845,0,+40.0320568,-075.0752559,542.68039085,170507.825500488,1780.75773013277
14854,42,101,031200,2010,421010312002010,Block 2010,G5040, , ,S,10870,0,+40.0361642,-075.0732626,469.29496506,117005.218200684,1540.28424070578
14855,42,101,030000,4001,421010300004001,Block 4001,G5040, , ,S,8407,0,+40.0226410,-075.0767583,374.56277536,90562.7819824219,1229.79041309355
14856,42,101,030200,1012,421010302001012,Block 1012,G5040, , ,S,11589,0,+40.0226966,-075.0833619,459.37329494,124772.06640625,1507.84455134985
14857,42,101,030200,1010,421010302001010,Block 1010,G5040, , ,S,13424,0,+40.0234739,-075.0814788,499.27974742,144578.069091797,1638.95565250484
14858,42,101,030200,1014,421010302001014,Block 1014,G5040, , ,S,12869,0,+40.0215351,-075.0812013,472.95615251,138334.3046875,1551.81368051142
14859,42,101,030100,1004,421010301001004,Block 1004,G5040, , ,S,13600,0,+40.0203940,-075.0822564,488.60370699,146462.585754395,1603.97840526371
14860,42,101,030000,4009,421010300004009,Block 4009,G5040, , ,S,9844,0,+40.0205533,-075.0771639,427.6354727,106001.371032715,1403.67837634865
14861,42,101,031600,7009,421010316007009,Block 7009,G5040, , ,S,13833,0,+40.0335497,-075.0625904,493.64265381,148890.403808594,1619.66407962869
14862,42,101,031700,3005,421010317003005,Block 3005,G5040, , ,S,2256,0,+40.0290168,-075.0628455,218.42444086,24321.6599731445,717.101307709093
14863,42,101,031600,4006,421010316004006,Block 4006,G5040, , ,S,7456,0,+40.0286709,-075.0620224,419.2755942,80257.2082519531,1376.35034042835
14864,42,101,031900,1003,421010319001003,Block 1003,G5040, , ,S,13812,0,+40.0262580,-075.0632753,519.26864009,148734.107116699,1704.78600692619
14865,42,101,031900,1006,421010319001006,Block 1006,G5040, , ,S,7135,0,+40.0254816,-075.0630804,363.79243094,76727.496887207,1193.27597619115
14866,42,101,029800,3006,421010298003006,Block 3006,G5040, , ,S,6576,0,+40.0158682,-075.0679794,335.34240463,70761.6415405273,1100.44419396747
14867,42,101,029800,4001,421010298004001,Block 4001,G5040, , ,S,22615,0,+40.0131024,-075.0625181,600.10225531,247519.604614258,2039.46334790497
14868,42,101,029800,2004,421010298002004,Block 2004,G5040, , ,S,7389,0,+40.0156300,-075.0646704,387.79757569,79556.4387207031,1272.63049656639
14869,42,101,029200,2017,421010292002017,Block 2017,G5040, , ,S,1235,0,+40.0263280,-075.0972276,188.60696571,13305.3034667969,618.631795422686
14870,42,101,029200,2018,421010292002018,Block 2018,G5040, , ,S,9146,0,+40.0281712,-075.1002977,1256.94024103,92016.5382080078,3828.66544391387
14871,42,101,029200,2000,421010292002000,Block 2000,G5040, , ,S,833,0,+40.0268418,-075.0942247,144.61563356,10886.4792480469,557.053112157025
14872,42,101,029200,2007,421010292002007,Block 2007,G5040, , ,S,2950,0,+40.0297724,-075.1036469,251.8989549,31740.2512207031,826.231972950569
14873,42,101,031200,3018,421010312003018,Block 3018,G5040, , ,S,8343,0,+40.0326815,-075.0833283,434.55502585,89904.3532714844,1426.71003047926
14874,42,101,031700,2001,421010317002001,Block 2001,G5040, , ,S,2162,0,+40.0348462,-075.0703457,332.09963053,23273.264465332,1090.49074786997
14875,42,101,031200,2013,421010312002013,Block 2013,G5040, , ,S,840,0,+40.0354410,-075.0704963,139.68467603,9058.34368896484,458.995292145961
14876,42,101,039000,1019,421010390001019,Block 1019,G5040, , ,S,22371,0,+40.0338917,-075.0965636,917.73579192,299523.075195313,3116.61364569492
14877,42,101,029200,3000,421010292003000,Block 3000,G5040, , ,S,2164,0,+40.0313585,-075.0859271,254.16858506,23020.532409668,827.510212261433
14878,42,101,031800,1001,421010318001001,Block 1001,G5040, , ,S,1078,0,+40.0345781,-075.0715404,174.41656547,11562.6484985352,580.688712738475
14879,42,101,031300,2015,421010313002015,Block 2015,G5040, , ,S,1307,0,+40.0363864,-075.0657316,224.79971457,14654.2268066406,745.198301577553
14880,42,101,039000,4003,421010390004003,Block 4003,G5040, , ,S,24736,0,+40.0320066,-075.0865870,622.31293348,266255.072875977,2042.63219478769
14881,42,101,031200,3004,421010312003004,Block 3004,G5040, , ,S,2880,0,+40.0339776,-075.0761678,463.6543774,31590.6145019531,1525.6869704815
14882,42,101,038200,3002,421010382003002,Block 3002,G5040, , ,S,18095,0,+40.0069821,-075.0930901,563.06917853,194397.68762207,1846.04152399502
14883,42,101,029200,3012,421010292003012,Block 3012,G5040, , ,S,1756,0,+40.0291895,-075.0889586,257.013147,18797.1732177734,843.146996908231
14884,42,101,039000,5001,421010390005001,Block 5001,G5040, , ,S,14873,0,+40.0308830,-075.0878305,537.96879674,160188.568115234,1766.12130874666
14885,42,101,031800,1005,421010318001005,Block 1005,G5040, , ,S,3367,0,+40.0332749,-075.0760379,269.90948823,36232.0148925781,885.813422449706
14886,42,101,019000,1007,421010190001007,Block 1007,G5040, , ,S,15263,0,+40.0066442,-075.1026671,594.5190054,164100.17364502,1950.81835774766
14887,42,101,019000,1005,421010190001005,Block 1005,G5040, , ,S,13400,0,+40.0084018,-075.1022287,493.02464158,144174.974304199,1617.94556745011
14888,42,101,019000,1008,421010190001008,Block 1008,G5040, , ,S,12996,0,+40.0065846,-075.1012578,535.10606839,139882.047058105,1756.11242936823
14889,42,101,019000,5014,421010190005014,Block 5014,G5040, , ,S,2924,0,+40.0041076,-075.1024795,227.60461896,31489.4961547852,747.139187176795
14890,42,101,038200,3034,421010382003034,Block 3034,G5040, , ,S,7107,0,+40.0034920,-075.0998507,429.14703534,76395.4440917969,1407.94589864676
14891,42,101,030000,3010,421010300003010,Block 3010,G5040, , ,S,10423,0,+40.0156021,-075.0775456,413.63030734,112182.361022949,1357.69856654485
14892,42,101,030000,5006,421010300005006,Block 5006,G5040, , ,S,3524,0,+40.0146874,-075.0777500,309.9823225,38012.8840942383,1016.45342219526
14893,42,101,030000,5013,421010300005013,Block 5013,G5040, , ,S,3769,0,+40.0134023,-075.0795611,304.82042356,40539.0014038086,1000.140789023
14894,42,101,030000,2006,421010300002006,Block 2006,G5040, , ,S,7112,0,+40.0200645,-075.0760315,344.02227874,76532.84375,1128.65202990456
14895,42,101,030000,2004,421010300002004,Block 2004,G5040, , ,S,6232,0,+40.0202698,-075.0747838,361.7396327,67173.0283203125,1187.72687449075
14896,42,101,030000,2008,421010300002008,Block 2008,G5040, , ,S,1271,0,+40.0193483,-075.0751938,148.10435606,13679.1891479492,486.153805229008
14897,42,101,030000,2002,421010300002002,Block 2002,G5040, , ,S,9317,0,+40.0207207,-075.0730839,440.99678184,100311.721008301,1447.40433450392
14898,42,101,029900,4010,421010299004010,Block 4010,G5040, , ,S,7615,0,+40.0163548,-075.0720102,365.64621348,82001.3506469727,1200.60102538013
14899,42,101,029900,4011,421010299004011,Block 4011,G5040, , ,S,6525,0,+40.0155348,-075.0720860,354.81966223,70314.746887207,1165.3904717368
14900,42,101,029900,3003,421010299003003,Block 3003,G5040, , ,S,8155,0,+40.0132062,-075.0731834,391.39800234,87751.8228759766,1284.28118077358
14901,42,101,029900,3002,421010299003002,Block 3002,G5040, , ,S,9376,0,+40.0133604,-075.0724537,409.65022767,100959.636108398,1344.66733063087
14902,42,101,029900,3005,421010299003005,Block 3005,G5040, , ,S,9216,0,+40.0121984,-075.0720214,404.32240829,99275.2691650391,1327.45775836373
14903,42,101,031300,2019,421010313002019,Block 2019,G5040, , ,S,3116,0,+40.0356643,-075.0688239,500.11325225,33655.0872802734,1640.89463151132
14904,42,101,031200,2014,421010312002014,Block 2014,G5040, , ,S,1085,0,+40.0352769,-075.0704745,178.88488657,11669.0762939453,586.792528747015
14905,42,101,031700,2004,421010317002004,Block 2004,G5040, , ,S,14793,0,+40.0329769,-075.0675181,514.19452699,159184.472839355,1687.2416370176
14906,42,101,031700,1000,421010317001000,Block 1000,G5040, , ,S,12246,0,+40.0305402,-075.0665323,483.93923661,131788.677429199,1588.65447442376
14907,42,101,031900,5001,421010319005001,Block 5001,G5040, , ,S,5574,0,+40.0257614,-075.0659760,313.10523039,59992.3411865234,1028.01226462166
14908,42,101,031600,7008,421010316007008,Block 7008,G5040, , ,S,12966,0,+40.0327102,-075.0629827,592.0176854,139556.672302246,1942.08505787041
14909,42,101,039000,2006,421010390002006,Block 2006,G5040, , ,S,10410,0,+40.0340768,-075.0912303,470.08177413,112019.523498535,1542.27291685785
14910,42,101,029100,1007,421010291001007,Block 1007,G5040, , ,S,53268,0,+40.0349928,-075.1026317,1035.4253715,595354.65020752,3468.75250548815
14911,42,101,039000,1024,421010390001024,Block 1024,G5040, , ,S,1413,0,+40.0299630,-075.1037297,238.05311949,15255.0150756836,781.714402187509
14912,42,101,019100,4019,421010191004019,Block 4019,G5040, , ,S,9735,0,+40.0134231,-075.1039819,454.49156662,104798.958740234,1491.44737494955
14913,42,101,030000,5011,421010300005011,Block 5011,G5040, , ,S,3786,0,+40.0134161,-075.0821869,250.62101712,40680.0514526367,821.820344489301
14914,42,101,031200,3011,421010312003011,Block 3011,G5040, , ,S,14795,0,+40.0338007,-075.0788571,593.34330041,159217.470397949,1947.33444166757
14915,42,101,031200,3009,421010312003009,Block 3009,G5040, , ,S,2606,0,+40.0332607,-075.0792822,417.29409729,28000.6002807617,1368.93659486689
14916,42,101,031800,1009,421010318001009,Block 1009,G5040, , ,S,910,0,+40.0344027,-075.0714946,140.46150315,9818.34844970703,460.563097650945
14917,42,101,031700,2000,421010317002000,Block 2000,G5040, , ,S,3670,0,+40.0350529,-075.0703971,301.30401786,39431.2360229492,988.186821771304
14918,42,101,031700,4003,421010317004003,Block 4003,G5040, , ,S,2138,0,+40.0352468,-075.0686393,355.55492465,22900.274230957,1166.98428426102
14919,42,101,030000,5004,421010300005004,Block 5004,G5040, , ,S,1106,0,+40.0146867,-075.0781013,133.32804782,11901.9522705078,437.488835959458
14920,42,101,019000,2003,421010190002003,Block 2003,G5040, , ,S,10849,0,+40.0110853,-075.0982801,478.32119131,116715.69934082,1569.46775735984
14921,42,101,039000,7003,421010390007003,Block 7003,G5040, , ,S,8684,0,+40.0319674,-075.0909073,413.44661139,93330.8361816406,1356.44850582177
14922,42,101,039000,2004,421010390002004,Block 2004,G5040, , ,S,10647,0,+40.0349020,-075.0904209,470.97468603,114557.339660645,1545.46456757784
14923,42,101,029200,2013,421010292002013,Block 2013,G5040, , ,S,23471,0,+40.0250041,-075.0934299,752.84902841,252762.736694336,2471.05447613804
14924,42,101,029200,2033,421010292002033,Block 2033,G5040, , ,S,22180,0,+40.0236686,-075.0945133,686.10842189,238809.982177734,2251.87800660966
14925,42,101,039000,5003,421010390005003,Block 5003,G5040, , ,S,13365,0,+40.0303538,-075.0903497,519.88377661,143776.069519043,1705.74307964851
14926,42,101,030100,5000,421010301005000,Block 5000,G5040, , ,S,10122,0,+40.0251367,-075.0902801,412.98613597,108884.008728027,1355.35415715159
14927,42,101,029200,3027,421010292003027,Block 3027,G5040, , ,S,6498,0,+40.0269829,-075.0901024,411.52289691,69803.1940917969,1349.70156032188
14928,42,101,039000,4000,421010390004000,Block 4000,G5040, , ,S,12037,0,+40.0339815,-075.0865002,528.36785436,129577.758605957,1733.67895405364
14929,42,101,031102,2005,421010311022005,Block 2005,G5040, , ,S,2014,0,+40.0351794,-075.0871792,235.10831313,21693.1376342773,772.300533411848
14930,42,101,039000,4002,421010390004002,Block 4002,G5040, , ,S,9840,0,+40.0332186,-075.0875115,446.77404276,105919.167358398,1466.57378236065
14931,42,101,031102,3004,421010311023004,Block 3004,G5040, , ,S,12132,0,+40.0344749,-075.0838792,481.76668627,130509.531738281,1580.78633828168
14932,42,101,031200,3017,421010312003017,Block 3017,G5040, , ,S,3466,0,+40.0321354,-075.0832070,349.6726677,42818.4215698242,1214.40203882327
14933,42,101,029200,3008,421010292003008,Block 3008,G5040, , ,S,3009,0,+40.0303589,-075.0868465,396.4320372,32627.292175293,1308.93714654589
14934,42,101,030200,4008,421010302004008,Block 4008,G5040, , ,S,20340,0,+40.0266421,-075.0871567,581.63711468,218877.912536621,1908.6980937573
14935,42,101,030200,4003,421010302004003,Block 4003,G5040, , ,S,8331,0,+40.0282346,-075.0857783,370.12266127,89623.8658447266,1214.61344221413
14936,42,101,039000,1020,421010390001020,Block 1020,G5040, , ,S,163054,0,+40.0315432,-075.0962718,1708.57673381,1701055.64776611,5527.42098649541
14937,42,101,029200,2037,421010292002037,Block 2037,G5040, , ,S,228516,0,+40.0174626,-075.1022861,2204.72699469,2460713.49725342,7236.9618676641
14938,42,101,029300,2010,421010293002010,Block 2010,G5040, , ,S,35837,0,+40.0138485,-075.0931185,1311.60694581,391585.100891113,4317.90799805372
14939,42,101,019000,5000,421010190005000,Block 5000,G5040, , ,S,12319,0,+40.0079409,-075.0955580,501.24607996,132598.82409668,1645.50757877462
14940,42,101,029300,2025,421010293002025,Block 2025,G5040, , ,S,4233,0,+40.0086545,-075.0920408,262.97714339,45604.700378418,863.317729309777
14941,42,101,029300,2012,421010293002012,Block 2012,G5040, , ,S,20684,0,+40.0107913,-075.0924216,604.2440167,222835.625549316,1983.70686203881
14942,42,101,018400,2011,421010184002011,Block 2011,G5040, , ,S,5613,0,+40.0031971,-075.0675731,312.70488844,60369.9095458984,1025.8536277037
14943,42,101,030200,4004,421010302004004,Block 4004,G5040, , ,S,1724,0,+40.0281978,-075.0851443,201.50414879,18560.8666992188,661.046487956095
14944,42,101,029800,2009,421010298002009,Block 2009,G5040, , ,S,7793,0,+40.0143281,-075.0642890,382.6245268,83992.9800415039,1256.23065758943
14945,42,101,029800,4007,421010298004007,Block 4007,G5040, , ,S,7237,0,+40.0140625,-075.0648642,367.78408569,77893.7651367188,1207.15570794391
14946,42,101,031900,4002,421010319004002,Block 4002,G5040, , ,S,3800,0,+40.0227786,-075.0633235,263.64289464,40929.8193359375,865.484076632033
14947,42,101,029400,3015,421010294003015,Block 3015,G5040, , ,S,14905,0,+40.0096847,-075.0795071,476.7119307,160425.335510254,1564.32732404053
14948,42,101,029400,3016,421010294003016,Block 3016,G5040, , ,S,35236,0,+40.0083969,-075.0808208,998.1943075,379706.03503418,3276.35143992632
14949,42,101,038000,2016,421010380002016,Block 2016,G5040, , ,S,13053,0,+40.0072059,-075.0771274,496.45016453,140528.528076172,1629.67121618294
14950,42,101,029900,2012,421010299002012,Block 2012,G5040, , ,S,4557,0,+40.0111343,-075.0724067,271.80678683,49025.2395629883,891.880420365987
14951,42,101,029800,1006,421010298001006,Block 1006,G5040, , ,S,5022,0,+40.0195114,-075.0680566,392.97929159,43479.8541259766,1250.88572050604
14952,42,101,029800,4002,421010298004002,Block 4002,G5040, , ,S,87546,0,+40.0122596,-075.0665626,1394.27266955,946759.539428711,4600.06328922744
14953,42,101,031200,3016,421010312003016,Block 3016,G5040, , ,S,5671,0,+40.0325223,-075.0815327,435.0594114,55658.0707397461,1299.78291348888
14954,42,101,029200,2005,421010292002005,Block 2005,G5040, , ,S,3122,0,+40.0295466,-075.1016479,507.48267037,28707.7562255859,1389.24438674175
14955,42,101,030100,4003,421010301004003,Block 4003,G5040, , ,S,7156,0,+40.0217345,-075.0914946,496.55441726,108866.338989258,1755.10122529358
14956,42,101,030100,5009,421010301005009,Block 5009,G5040, , ,S,7548,0,+40.0227847,-075.0906727,359.09798933,81182.555480957,1178.32912296867
14957,42,101,030100,3000,421010301003000,Block 3000,G5040, , ,S,15617,0,+40.0214095,-075.0897412,544.03460152,168276.954833984,1786.20120809188
14958,42,101,030100,3002,421010301003002,Block 3002,G5040, , ,S,11342,0,+40.0198697,-075.0888392,433.57074347,122064.786010742,1422.91935213615
14959,42,101,029300,1003,421010293001003,Block 1003,G5040, , ,S,18942,0,+40.0173357,-075.0914354,630.57843834,212232.62097168,2035.15069153695
14960,42,101,029300,2002,421010293002002,Block 2002,G5040, , ,S,14088,0,+40.0135028,-075.0911148,535.00566992,151726.752441406,1756.60827224194
14961,42,101,030200,4017,421010302004017,Block 4017,G5040, , ,S,14931,0,+40.0243046,-075.0871675,532.41625056,160685.519836426,1747.65973372233
14962,42,101,030100,5007,421010301005007,Block 5007,G5040, , ,S,15262,0,+40.0237020,-075.0877311,530.40248084,164166.523193359,1740.15423373426
14963,42,101,030200,3009,421010302003009,Block 3009,G5040, , ,S,10225,0,+40.0240525,-075.0851005,433.8832658,110051.046447754,1424.1623255468
14964,42,101,030100,1001,421010301001001,Block 1001,G5040, , ,S,5116,0,+40.0218371,-075.0841075,340.61434631,55058.7933349609,1118.15620999119
14965,42,101,029300,1020,421010293001020,Block 1020,G5040, , ,S,15178,0,+40.0139204,-075.0882309,527.51970749,163277.030578613,1731.19698459442
14966,42,101,030000,6001,421010300006001,Block 6001,G5040, , ,S,6063,0,+40.0171496,-075.0841353,362.47539364,65174.8994140625,1189.81351895361
14967,42,101,029400,3000,421010294003000,Block 3000,G5040, , ,S,5104,0,+40.0138632,-075.0857475,324.42278085,55012.7177124023,1065.06788846718
14968,42,101,030000,6007,421010300006007,Block 6007,G5040, , ,S,13550,0,+40.0148285,-075.0838116,515.43004641,145743.643371582,1691.71188043895
14969,42,101,019000,4003,421010190004003,Block 4003,G5040, , ,S,22362,0,+40.0114827,-075.1013171,607.28092734,240804.501220703,1993.56782998119
14970,42,101,019000,3004,421010190003004,Block 3004,G5040, , ,S,13702,0,+40.0123040,-075.0951826,509.51660544,147518.793701172,1672.21952419277
14971,42,101,039000,2005,421010390002005,Block 2005,G5040, , ,S,9591,0,+40.0344869,-075.0908286,459.67098962,103232.781188965,1508.31974817226
14972,42,101,039000,7002,421010390007002,Block 7002,G5040, , ,S,15492,0,+40.0318203,-075.0893052,538.4024327,166745.694213867,1766.71475725317
14973,42,101,029200,3026,421010292003026,Block 3026,G5040, , ,S,18961,0,+40.0257400,-075.0923164,689.84368708,162085.307434082,2201.10163338657
14974,42,101,039000,3001,421010390003001,Block 3001,G5040, , ,S,7447,0,+40.0353298,-075.0878612,381.69399155,80166.789855957,1253.28627301694
14975,42,101,039000,3000,421010390003000,Block 3000,G5040, , ,S,1222,0,+40.0359235,-075.0878910,172.79693939,13112.4993896484,565.757447692842
14976,42,101,039000,4001,421010390004001,Block 4001,G5040, , ,S,10892,0,+40.0335899,-075.0869834,481.27697433,117211.884399414,1579.6098088036
14977,42,101,031102,2001,421010311022001,Block 2001,G5040, , ,S,10574,0,+40.0359382,-075.0865103,466.29430297,113675.525939941,1529.70025806442
14978,42,101,031102,2003,421010311022003,Block 2003,G5040, , ,S,11681,0,+40.0352275,-075.0852280,480.05762902,125604.967529297,1575.09329087516
14979,42,101,039000,4007,421010390004007,Block 4007,G5040, , ,S,676,0,+40.0319941,-075.0845695,131.39017711,7625.61706542969,448.328605867595
14980,42,101,039000,4019,421010390004019,Block 4019,G5040, , ,S,980,0,+40.0313964,-075.0845232,134.77678104,10641.6451416016,443.150239282336
14981,42,101,030200,4009,421010302004009,Block 4009,G5040, , ,S,10227,0,+40.0275758,-075.0879622,408.60192929,110106.82019043,1341.19223274327
14982,42,101,030200,5003,421010302005003,Block 5003,G5040, , ,S,18329,0,+40.0297502,-075.0858965,543.91548886,197472.080749512,1786.06596930051
14983,42,101,031800,4002,421010318004002,Block 4002,G5040, , ,S,21967,0,+40.0314674,-075.0826825,651.34451765,236480.799072266,2138.29975143262
14984,42,101,030200,4006,421010302004006,Block 4006,G5040, , ,S,6394,0,+40.0270548,-075.0853896,387.73055986,68820.9544677734,1272.74511637458
14985,42,101,031900,3001,421010319003001,Block 3001,G5040, , ,S,7544,0,+40.0209332,-075.0636315,429.68357482,81225.6272583008,1410.11343653693
14986,42,101,031900,2008,421010319002008,Block 2008,G5040, , ,S,11752,0,+40.0214801,-075.0620597,445.55120108,126403.749328613,1461.9058065609
14987,42,101,031200,2016,421010312002016,Block 2016,G5040, , ,S,887,0,+40.0348787,-075.0729433,143.38626129,9542.00091552734,470.437581544506
14988,42,101,029400,2009,421010294002009,Block 2009,G5040, , ,S,13985,0,+40.0073942,-075.0894128,576.76897522,150317.805541992,1892.47403894319
