OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SHAPE_LENG,Shape__Area,Shape__Length
5955,42,101,017201,1009,421010172011009,Block 1009,G5040, , ,S,11904,0,+39.9979978,-075.1674628,477.14840695,128001.464050293,1565.7178596408
5956,42,101,017300,2015,421010173002015,Block 2015,G5040, , ,S,3406,0,+40.0000077,-075.1634988,243.21497726,36614.5834960938,797.605486901633
5957,42,101,016800,5002,421010168005002,Block 5002,G5040, , ,S,6786,0,+39.9950875,-075.1701537,374.35099328,73046.5555419922,1228.89183673958
5958,42,101,017300,2017,421010173002017,Block 2017,G5040, , ,S,8331,0,+40.0020628,-075.1585704,402.34214064,89836.4337768555,1320.75769094476
5959,42,101,020101,2006,421010201012006,Block 2006,G5040, , ,S,6128,0,+39.9997244,-075.1538046,312.41086701,65918.5269165039,1024.93097192623
5960,42,101,020000,2016,421010200002016,Block 2016,G5040, , ,S,16433,0,+40.0015073,-075.1494672,573.92549408,176895.443908691,1883.74296482739
5961,42,101,020000,1007,421010200001007,Block 1007,G5040, , ,S,25923,0,+39.9990273,-075.1518350,802.02413386,248488.82800293,2605.86972963299
5962,42,101,017300,2024,421010173002024,Block 2024,G5040, , ,S,30827,0,+39.9979773,-075.1553426,1075.3111333,296782.477355957,3402.1453220549
5963,42,101,016701,1000,421010167011000,Block 1000,G5040, , ,S,8765,0,+39.9937902,-075.1598315,449.35820277,94339.8024291992,1474.30296179393
5964,42,101,017300,2055,421010173002055,Block 2055,G5040, , ,S,728,0,+39.9946380,-075.1595353,134.04588923,7825.92614746094,439.676946809034
5965,42,101,017300,2046,421010173002046,Block 2046,G5040, , ,S,18018,0,+39.9956802,-075.1577939,692.51486985,209599.627563477,2309.10950607325
5966,42,101,016702,2002,421010167022002,Block 2002,G5040, , ,S,8529,0,+39.9937051,-075.1592626,445.95081674,91745.5453491211,1463.20828405759
5967,42,101,016702,2003,421010167022003,Block 2003,G5040, , ,S,8228,0,+39.9921885,-075.1595997,434.06278748,88602.5061035156,1424.83857380685
5968,42,101,016800,6002,421010168006002,Block 6002,G5040, , ,S,39366,0,+39.9940787,-075.1667410,975.36437489,423784.995056152,3201.02607322148
5969,42,101,020000,1008,421010200001008,Block 1008,G5040, , ,S,6076,0,+39.9991877,-075.1529517,354.28756964,65522.9633178711,1162.62795044426
5970,42,101,017300,2025,421010173002025,Block 2025,G5040, , ,S,5475,0,+39.9973700,-075.1550387,571.02241295,94282.0523071289,2065.22990940565
5971,42,101,020101,3009,421010201013009,Block 3009,G5040, , ,S,4112,0,+40.0008333,-075.1566811,266.025371,44289.1237792969,873.320293420798
5972,42,101,020000,1013,421010200001013,Block 1013,G5040, , ,S,5940,0,+39.9996828,-075.1526740,330.88508459,63959.3050537109,1085.81954380712
5973,42,101,020000,1009,421010200001009,Block 1009,G5040, , ,S,3350,0,+39.9999665,-075.1514760,241.76721847,36078.1240844727,793.463027975714
5974,42,101,020000,1001,421010200001001,Block 1001,G5040, , ,S,8338,0,+40.0006061,-075.1496814,392.5818538,89777.7302246094,1288.63358338948
5975,42,101,017300,2004,421010173002004,Block 2004,G5040, , ,S,50426,0,+40.0011535,-075.1616340,1524.85778191,544633.247741699,5038.47965729759
5976,42,101,015300,2000,421010153002000,Block 2000,G5040, , ,S,9731,0,+39.9847234,-075.1591026,414.77934,104720.048400879,1361.21907541859
5977,42,101,014100,2005,421010141002005,Block 2005,G5040, , ,S,49544,0,+39.9729852,-075.1577977,1053.6148206,533551.019348145,3458.61333494944
5978,42,101,014600,1007,421010146001007,Block 1007,G5040, , ,S,13929,0,+39.9777446,-075.1563731,488.99593627,149969.30859375,1605.11778078252
5979,42,101,014600,1003,421010146001003,Block 1003,G5040, , ,S,14316,0,+39.9790801,-075.1550883,513.25635664,164786.803405762,1720.81834171889
5980,42,101,037700,1017,421010377001017,Block 1017,G5040, , ,S,11168,0,+39.9833002,-075.1518191,464.56396448,120219.613220215,1524.8183991517
5981,42,101,037700,2023,421010377002023,Block 2023,G5040, , ,S,9114,0,+39.9817302,-075.1514424,444.42518935,97942.4716186523,1458.41368655594
5982,42,101,037700,2013,421010377002013,Block 2013,G5040, , ,S,16738,0,+39.9829711,-075.1488437,546.60868144,180220.278137207,1794.33698829373
5983,42,101,037700,2022,421010377002022,Block 2022,G5040, , ,S,13879,0,+39.9816284,-075.1506519,500.79831724,149497.379638672,1644.06273701731
5984,42,101,037700,2021,421010377002021,Block 2021,G5040, , ,S,9670,0,+39.9814910,-075.1498483,451.38468203,103994.553833008,1481.22511157664
5985,42,101,014500,1012,421010145001012,Block 1012,G5040, , ,S,14970,0,+39.9769996,-075.1506074,505.77180728,161271.47869873,1660.67570813158
5986,42,101,014600,2005,421010146002005,Block 2005,G5040, , ,S,10537,0,+39.9744099,-075.1538109,482.8996534,113471.655517578,1585.00208603079
5987,42,101,014600,3000,421010146003000,Block 3000,G5040, , ,S,7340,0,+39.9734511,-075.1527512,379.83258007,79118.1708374023,1246.60995927592
5988,42,101,014500,1005,421010145001005,Block 1005,G5040, , ,S,9186,0,+39.9784193,-075.1495595,453.92953951,98863.2867431641,1489.70279170678
5989,42,101,014500,1011,421010145001011,Block 1011,G5040, , ,S,6615,0,+39.9769579,-075.1498133,398.69309934,71070.6362304688,1308.2485459535
5990,42,101,014500,2004,421010145002004,Block 2004,G5040, , ,S,6760,0,+39.9753102,-075.1486610,404.74573786,72711.4841308594,1328.60776737718
5991,42,101,014000,3007,421010140003007,Block 3007,G5040, , ,S,6774,0,+39.9728486,-075.1595688,331.41157969,72823.2035522461,1087.09635343002
5992,42,101,013200,2003,421010132002003,Block 2003,G5040, , ,S,9790,0,+39.9694943,-075.1594384,416.81843194,105368.709411621,1367.5075117014
5993,42,101,014100,1017,421010141001017,Block 1017,G5040, , ,S,7416,0,+39.9704330,-075.1534165,381.42410285,88031.0850219727,1283.84260782525
5994,42,101,014100,2006,421010141002006,Block 2006,G5040, , ,S,14132,0,+39.9722782,-075.1588337,536.8254994,151869.683227539,1760.93900203894
5995,42,101,013500,2001,421010135002001,Block 2001,G5040, , ,S,6796,0,+39.9705360,-075.1701110,342.51586603,73170.0463256836,1124.57582017167
5996,42,101,013900,3008,421010139003008,Block 3008,G5040, , ,S,3598,0,+39.9719437,-075.1698230,288.74103226,38677.6588134766,947.374545136187
5997,42,101,037700,1014,421010377001014,Block 1014,G5040, , ,S,11271,0,+39.9836047,-075.1541771,467.0856203,121573.385864258,1534.33363516499
5998,42,101,014700,2001,421010147002001,Block 2001,G5040, , ,S,11735,0,+39.9797176,-075.1597814,480.40487952,126414.80859375,1577.20906064178
5999,42,101,014000,3006,421010140003006,Block 3006,G5040, , ,S,12182,0,+39.9739028,-075.1594110,456.4932796,131109.276672363,1498.16485669024
6000,42,101,014600,1016,421010146001016,Block 1016,G5040, , ,S,10109,0,+39.9748050,-075.1552920,460.25707461,108786.579711914,1510.23455185636
6001,42,101,014600,2004,421010146002004,Block 2004,G5040, , ,S,10507,0,+39.9747522,-075.1544419,483.06284447,113083.901794434,1585.79786420448
6002,42,101,014600,1000,421010146001000,Block 1000,G5040, , ,S,24024,0,+39.9786480,-075.1516194,624.2886144,258584.080749512,2048.91731801193
6003,42,101,037700,2012,421010377002012,Block 2012,G5040, , ,S,13241,0,+39.9814485,-075.1490518,494.65605657,142436.994934082,1623.29142347102
6004,42,101,014600,3002,421010146003002,Block 3002,G5040, , ,S,8838,0,+39.9732158,-075.1548332,446.57750455,95186.9598999023,1465.8491913821
6005,42,101,014500,1004,421010145001004,Block 1004,G5040, , ,S,15007,0,+39.9782765,-075.1487706,519.85517166,161291.513183594,1705.60852951767
6006,42,101,014500,2008,421010145002008,Block 2008,G5040, , ,S,6563,0,+39.9739110,-075.1489635,393.07858761,70685.8307495117,1290.57711236205
6007,42,101,014100,2013,421010141002013,Block 2013,G5040, , ,S,16993,0,+39.9700491,-075.1567116,523.04753281,182929.433105469,1716.95797321537
6008,42,101,014100,2011,421010141002011,Block 2011,G5040, , ,S,14092,0,+39.9713408,-075.1548373,478.54831213,151680.786315918,1570.17547473684
6009,42,101,014100,1014,421010141001014,Block 1014,G5040, , ,S,7622,0,+39.9716871,-075.1519871,380.01525004,82001.3483276367,1246.52978113911
6010,42,101,014100,2001,421010141002001,Block 2001,G5040, , ,S,3915,0,+39.9721460,-075.1541031,269.89587719,42073.7490234375,885.409225274262
6011,42,101,014100,2016,421010141002016,Block 2016,G5040, , ,S,7360,0,+39.9706389,-075.1549845,380.09265882,87523.7474365234,1277.42491151374
6012,42,101,014000,1014,421010140001014,Block 1014,G5040, , ,S,2223,0,+39.9720972,-075.1661182,235.11174055,23908.6647338867,770.894325832362
6013,42,101,014000,2011,421010140002011,Block 2011,G5040, , ,S,6671,0,+39.9735143,-075.1631531,370.01341046,71840.1690673828,1214.35996063472
6014,42,101,013500,4012,421010135004012,Block 4012,G5040, , ,S,3934,0,+39.9703619,-075.1665812,252.9345903,42357.0787963867,830.153036451976
6015,42,101,014000,1025,421010140001025,Block 1025,G5040, , ,S,8550,0,+39.9720597,-075.1618598,397.79414382,92056.5405883789,1305.55542762248
6016,42,101,014000,1023,421010140001023,Block 1023,G5040, , ,S,5455,0,+39.9712946,-075.1607781,295.39179556,58759.9644775391,969.863518852999
6017,42,101,015300,1000,421010153001000,Block 1000,G5040, , ,S,14147,0,+39.9855501,-075.1569005,515.4098909,150120.957275391,1684.3465777502
6018,42,101,014000,1001,421010140001001,Block 1001,G5040, , ,S,3632,0,+39.9765940,-075.1661179,242.79457863,45379.8151245117,852.984692745736
6019,42,101,037700,1010,421010377001010,Block 1010,G5040, , ,S,6919,0,+39.9853435,-075.1553621,442.52704305,41753.2034912109,918.001460495863
6020,42,101,015200,4015,421010152004015,Block 4015,G5040, , ,S,13672,0,+39.9822537,-075.1673904,497.48042322,147084.210083008,1632.49389333129
6021,42,101,014800,1003,421010148001003,Block 1003,G5040, , ,S,8357,0,+39.9807997,-075.1681877,441.90804388,90160.4178466797,1451.21315452818
6022,42,101,014100,1018,421010141001018,Block 1018,G5040, , ,S,10391,0,+39.9698548,-075.1535658,425.47842722,69019.8600463867,1210.11862910856
6023,42,101,014100,1012,421010141001012,Block 1012,G5040, , ,S,7533,0,+39.9712933,-075.1505257,438.96935018,81086.3238525391,1440.31291687208
6024,42,101,014100,1009,421010141001009,Block 1009,G5040, , ,S,10453,0,+39.9711217,-075.1484213,444.42519671,112460.62487793,1458.42732245699
6025,42,101,014800,1017,421010148001017,Block 1017,G5040, , ,S,8747,0,+39.9788631,-075.1686077,432.12787806,94054.3043212891,1417.58341874053
6026,42,101,013900,2009,421010139002009,Block 2009,G5040, , ,S,4791,0,+39.9777108,-075.1686402,319.5578481,51581.964050293,1049.04090585109
6027,42,101,014800,1010,421010148001010,Block 1010,G5040, , ,S,7932,0,+39.9795577,-075.1666906,389.09067173,85278.2523193359,1276.46474935839
6028,42,101,013900,2010,421010139002010,Block 2010,G5040, , ,S,5070,0,+39.9776474,-075.1681665,324.47844354,54626.3798217773,1065.30964340893
6029,42,101,013900,2029,421010139002029,Block 2029,G5040, , ,S,7086,0,+39.9767513,-075.1672953,375.68391799,59793.2473754883,1159.53939797332
6030,42,101,014000,1003,421010140001003,Block 1003,G5040, , ,S,3959,0,+39.9759893,-075.1654442,252.10674022,33692.3842773438,746.539785706407
6031,42,101,015300,2008,421010153002008,Block 2008,G5040, , ,S,6752,0,+39.9841495,-075.1624501,370.58026594,72767.5243530273,1217.19882149232
6032,42,101,014700,1002,421010147001002,Block 1002,G5040, , ,S,10714,0,+39.9786518,-075.1632443,451.396376,115373.895629883,1481.98560094302
6033,42,101,014700,1009,421010147001009,Block 1009,G5040, , ,S,10900,0,+39.9772360,-075.1635565,457.08769101,117219.365722656,1499.65425993886
6034,42,101,014700,2003,421010147002003,Block 2003,G5040, , ,S,11623,0,+39.9799183,-075.1613564,479.03922301,125200.936279297,1572.42287751166
6035,42,101,014700,2011,421010147002011,Block 2011,G5040, , ,S,11015,0,+39.9769294,-075.1612014,458.79074976,118450.612915039,1505.25199941102
6036,42,101,014800,1014,421010148001014,Block 1014,G5040, , ,S,7643,0,+39.9793130,-075.1685129,417.92210362,82358.7407836914,1372.05934161953
6037,42,101,013900,2004,421010139002004,Block 2004,G5040, , ,S,2722,0,+39.9785141,-075.1698900,256.60370714,29317.1359863281,842.688589335037
6038,42,101,014800,1016,421010148001016,Block 1016,G5040, , ,S,7347,0,+39.9786444,-075.1668927,380.34686186,79088.5740966797,1248.08865592134
6039,42,101,013900,2031,421010139002031,Block 2031,G5040, , ,S,7575,0,+39.9758620,-075.1674911,382.99414336,99695.9174194336,1338.87356976411
6040,42,101,014700,2015,421010147002015,Block 2015,G5040, , ,S,9807,0,+39.9767322,-075.1596634,441.56999632,105549.221862793,1449.49743091511
6041,42,101,014000,3001,421010140003001,Block 3001,G5040, , ,S,9507,0,+39.9753418,-075.1599645,432.57183847,102277.911315918,1419.2451563547
6042,42,101,014000,3000,421010140003000,Block 3000,G5040, , ,S,12828,0,+39.9752234,-075.1591349,474.68878974,138002.607116699,1557.46470518623
6043,42,101,015200,4001,421010152004001,Block 4001,G5040, , ,S,11473,0,+39.9836353,-075.1661964,471.78740309,123610.920349121,1548.57781131359
6044,42,101,015300,4003,421010153004003,Block 4003,G5040, , ,S,4090,0,+39.9845712,-075.1639558,279.73109388,44077.9686279297,918.252433466052
6045,42,101,015300,4013,421010153004013,Block 4013,G5040, , ,S,23008,0,+39.9829742,-075.1610958,610.02546995,247815.268859863,2002.57312507899
6046,42,101,015300,4011,421010153004011,Block 4011,G5040, , ,S,7101,0,+39.9831806,-075.1626670,376.50121695,76441.2093505859,1235.85234358223
6047,42,101,015300,4014,421010153004014,Block 4014,G5040, , ,S,46025,0,+39.9820284,-075.1596823,946.15707733,495253.502441406,3105.70506427643
6048,42,101,014700,1007,421010147001007,Block 1007,G5040, , ,S,10955,0,+39.9774369,-075.1651278,456.74228426,118573.531616211,1504.22932468671
6049,42,101,014000,2004,421010140002004,Block 2004,G5040, , ,S,8544,0,+39.9749219,-075.1644559,396.523295,92003.2317504883,1302.15100687429
6050,42,101,014000,2001,421010140002001,Block 2001,G5040, , ,S,10478,0,+39.9757421,-075.1630764,440.9369377,112700.547790527,1446.58728491266
6051,42,101,014000,3004,421010140003004,Block 3004,G5040, , ,S,8425,0,+39.9745276,-075.1613136,395.48115733,90623.3795166016,1297.84892203367
6052,42,101,014000,3002,421010140003002,Block 3002,G5040, , ,S,10450,0,+39.9754330,-075.1607112,443.3961322,112485.922729492,1455.29159166416
6053,42,101,014000,2007,421010140002007,Block 2007,G5040, , ,S,2622,0,+39.9742372,-075.1626188,217.13127929,28237.6487426758,712.530156042022
6054,42,101,014600,1008,421010146001008,Block 1008,G5040, , ,S,20762,0,+39.9775807,-075.1550771,577.27658617,223448.147460938,1894.79496099456
6055,42,101,037700,1015,421010377001015,Block 1015,G5040, , ,S,11245,0,+39.9835031,-075.1533918,466.52023631,121040.905273438,1531.53039437844
6056,42,101,013900,3004,421010139003004,Block 3004,G5040, , ,S,8912,0,+39.9724362,-075.1697189,383.42193328,95882.3226928711,1258.24700168634
6057,42,101,013500,2000,421010135002000,Block 2000,G5040, , ,S,8314,0,+39.9711517,-075.1699822,370.80730897,89572.2880859375,1217.61620383837
6058,42,101,014000,1016,421010140001016,Block 1016,G5040, , ,S,26885,0,+39.9730589,-075.1648695,665.21219439,289638.76751709,2184.30172036562
6059,42,101,014000,3010,421010140003010,Block 3010,G5040, , ,S,6587,0,+39.9733113,-075.1615936,367.95863749,70892.7659912109,1207.64720220167
6060,42,101,014000,3005,421010140003005,Block 3005,G5040, , ,S,8822,0,+39.9740140,-075.1602594,408.40100954,95003.8856811523,1341.1135438101
6061,42,101,037700,1016,421010377001016,Block 1016,G5040, , ,S,11253,0,+39.9834014,-075.1526051,466.08387786,121117.578796387,1529.726000815
6062,42,101,037700,1027,421010377001027,Block 1027,G5040, , ,S,6298,0,+39.9841671,-075.1492009,320.9906598,67825.8297119141,1053.8257574958
6063,42,101,037700,2015,421010377002015,Block 2015,G5040, , ,S,8067,0,+39.9830960,-075.1501261,429.96804932,86824.3303222656,1411.20284889318
6064,42,101,037700,2011,421010377002011,Block 2011,G5040, , ,S,7140,0,+39.9813334,-075.1483550,420.83744655,76871.1563110352,1381.21557093878
6065,42,101,014600,1009,421010146001009,Block 1009,G5040, , ,S,10557,0,+39.9774298,-075.1539084,445.78756412,113532.890319824,1462.49307724042
6066,42,101,014500,2009,421010145002009,Block 2009,G5040, , ,S,6501,0,+39.9738498,-075.1484740,393.00436599,70030.6943359375,1290.19172230971
6067,42,101,014100,2002,421010141002002,Block 2002,G5040, , ,S,4358,0,+39.9724495,-075.1548417,280.11648401,46860.4979858398,918.891986046866
6068,42,101,013900,2002,421010139002002,Block 2002,G5040, , ,S,7852,0,+39.9777594,-075.1675986,416.94254183,106360.373474121,1451.79327838571
6069,42,101,013900,2030,421010139002030,Block 2030,G5040, , ,S,6260,0,+39.9763157,-075.1673945,363.59340434,65833.891784668,1186.99815014845
6070,42,101,013900,2034,421010139002034,Block 2034,G5040, , ,S,2796,0,+39.9739830,-075.1673314,264.785152,30021.7741088867,869.076421433113
6071,42,101,015300,4002,421010153004002,Block 4002,G5040, , ,S,4858,0,+39.9846378,-075.1644783,295.237386,52351.0173950195,969.133779302035
6072,42,101,015300,4006,421010153004006,Block 4006,G5040, , ,S,11387,0,+39.9834340,-075.1646352,472.24670923,122577.458984375,1550.34536043387
6073,42,101,015200,4019,421010152004019,Block 4019,G5040, , ,S,2332,0,+39.9818462,-075.1657813,204.09950503,25104.2091674805,670.0962466037
6074,42,101,014700,2008,421010147002008,Block 2008,G5040, , ,S,11783,0,+39.9804284,-075.1652853,481.31290315,126709.348449707,1579.18661758288
6075,42,101,014700,2007,421010147002007,Block 2007,G5040, , ,S,11727,0,+39.9803293,-075.1644968,479.9940125,126171.052185059,1575.04553404403
6076,42,101,014700,1005,421010147001005,Block 1005,G5040, , ,S,10857,0,+39.9789591,-075.1656075,454.36327529,116758.442687988,1491.03306784761
6077,42,101,015300,2004,421010153002004,Block 2004,G5040, , ,S,6661,0,+39.9843874,-075.1607873,369.6488545,71689.455078125,1212.9488682734
6078,42,101,014000,1036,421010140001036,Block 1036,G5040, , ,S,4789,0,+39.9706655,-075.1609152,277.01903908,51549.8034057617,909.283308663297
6079,42,101,014000,2005,421010140002005,Block 2005,G5040, , ,S,6341,0,+39.9746098,-075.1633478,326.72408552,68238.4989013672,1072.65044049103
6080,42,101,014700,2002,421010147002002,Block 2002,G5040, , ,S,11785,0,+39.9798191,-075.1605706,480.90201665,126839.381652832,1578.38206396333
6081,42,101,014700,2010,421010147002010,Block 2010,G5040, , ,S,10859,0,+39.9783491,-075.1608938,454.11504145,116759.465759277,1490.08236122698
6082,42,101,014100,1016,421010141001016,Block 1016,G5040, , ,S,3351,0,+39.9703021,-075.1522838,231.98709373,36075.2667236328,761.438283187077
6083,42,101,014100,1010,421010141001010,Block 1010,G5040, , ,S,13952,0,+39.9711988,-075.1493123,498.66812255,150251.947631836,1636.77306037879
6084,42,101,037700,1013,421010377001013,Block 1013,G5040, , ,S,12847,0,+39.9837163,-075.1550180,485.88983547,138181.29699707,1594.35194739457
6085,42,101,014600,1004,421010146001004,Block 1004,G5040, , ,S,15560,0,+39.9791643,-075.1560848,552.63551402,167616.22064209,1814.49484641553
6086,42,101,014700,2000,421010147002000,Block 2000,G5040, , ,S,24511,0,+39.9795617,-075.1585685,626.64360424,263469.462219238,2055.80169889582
6087,42,101,037700,1020,421010377001020,Block 1020,G5040, , ,S,9898,0,+39.9824052,-075.1553028,411.94965982,109876.556030273,1377.61729534474
6088,42,101,037700,1019,421010377001019,Block 1019,G5040, , ,S,17174,0,+39.9822581,-075.1540675,524.35065326,194071.461364746,1762.95784786755
6089,42,101,014600,1013,421010146001013,Block 1013,G5040, , ,S,30781,0,+39.9764219,-075.1572620,707.22221237,331396.474121094,2320.91001265833
6090,42,101,014700,2014,421010147002014,Block 2014,G5040, , ,S,10918,0,+39.9768329,-075.1604127,456.38787366,117600.52722168,1498.33075592008
6091,42,101,015200,4012,421010152004012,Block 4012,G5040, , ,S,11491,0,+39.9824937,-075.1691934,473.06338609,123666.74609375,1552.34269033577
6092,42,101,014800,1011,421010148001011,Block 1011,G5040, , ,S,9370,0,+39.9797796,-075.1684077,439.81323712,100797.425842285,1443.2564290276
6093,42,101,014800,1002,421010148001002,Block 1002,G5040, , ,S,9841,0,+39.9807309,-075.1675773,458.88421429,105756.672790527,1505.53026591176
6094,42,101,014800,1013,421010148001013,Block 1013,G5040, , ,S,10673,0,+39.9793543,-075.1701482,437.15413425,114879.215881348,1434.73901127816
6095,42,101,037700,1029,421010377001029,Block 1029,G5040, , ,S,22553,0,+39.9803679,-075.1528630,603.41804135,242691.572631836,1980.26697830253
6096,42,101,014600,1002,421010146001002,Block 1002,G5040, , ,S,9724,0,+39.9790111,-075.1542949,463.02436436,93912.5745849609,1481.87390738741
6097,42,101,037700,1001,421010377001001,Block 1001,G5040, , ,S,4512,0,+39.9844791,-075.1485780,407.42349285,48583.4897460938,1337.21312312264
6098,42,101,037700,2020,421010377002020,Block 2020,G5040, , ,S,12103,0,+39.9799969,-075.1500882,480.2737569,130023.333984375,1575.94691824013
6099,42,101,014600,2000,421010146002000,Block 2000,G5040, , ,S,11375,0,+39.9757650,-075.1518655,464.19947731,119930.125366211,1508.22653594162
6100,42,101,037700,2018,421010377002018,Block 2018,G5040, , ,S,7324,0,+39.9798254,-075.1486785,425.06458043,78978.8253173828,1395.53030281215
6101,42,101,014500,1010,421010145001010,Block 1010,G5040, , ,S,13167,0,+39.9768029,-075.1490926,484.22745567,141885.094116211,1589.9279049005
6102,42,101,014000,1020,421010140001020,Block 1020,G5040, , ,S,7535,0,+39.9719791,-075.1597611,352.32515117,81105.9575195313,1156.710973261
6103,42,101,014000,1022,421010140001022,Block 1022,G5040, , ,S,10488,0,+39.9708887,-075.1599981,431.01047634,112974.767578125,1415.31760073379
6104,42,101,013900,2019,421010139002019,Block 2019,G5040, , ,S,3023,0,+39.9762597,-075.1699049,231.3203569,32582.2003173828,759.203700526382
6105,42,101,014000,1004,421010140001004,Block 1004,G5040, , ,S,5733,0,+39.9755892,-075.1659355,357.1907216,66012.9099121094,1189.91650456077
6106,42,101,014000,1006,421010140001006,Block 1006,G5040, , ,S,4078,0,+39.9749043,-075.1660768,333.47426179,43851.330871582,1094.08140116554
6107,42,101,015200,1005,421010152001005,Block 1005,G5040, , ,S,6577,0,+39.9850015,-075.1654962,367.68311586,70770.2892456055,1206.45249079267
6108,42,101,015300,4001,421010153004001,Block 4001,G5040, , ,S,5727,0,+39.9853760,-075.1641363,302.07197459,61650.8164672852,991.589069514939
6109,42,101,014800,1000,421010148001000,Block 1000,G5040, , ,S,11720,0,+39.9805295,-075.1660723,480.77893851,126161.571044922,1577.954852995
6110,42,101,015300,4018,421010153004018,Block 4018,G5040, , ,S,4582,0,+39.9814928,-075.1650517,270.72193158,49332.771484375,888.747650567746
6111,42,101,015300,3010,421010153003010,Block 3010,G5040, , ,S,5910,0,+39.9854374,-075.1605593,358.39916003,63554.7975463867,1176.05780279034
6112,42,101,015300,4012,421010153004012,Block 4012,G5040, , ,S,7931,0,+39.9836702,-075.1625588,388.72882044,85321.9338989258,1275.75525021856
6113,42,101,015300,2005,421010153002005,Block 2005,G5040, , ,S,6680,0,+39.9841866,-075.1592164,370.03834975,71897.3125610352,1214.52860506758
6114,42,101,015300,2006,421010153002006,Block 2006,G5040, , ,S,6825,0,+39.9837456,-075.1593091,372.75935776,73445.2778930664,1223.57653981673
6115,42,101,015300,4010,421010153004010,Block 4010,G5040, , ,S,7956,0,+39.9826886,-075.1627769,388.03358197,85672.4833374023,1274.06595494524
6116,42,101,014000,1008,421010140001008,Block 1008,G5040, , ,S,5789,0,+39.9743207,-075.1662117,355.95757392,62273.7529296875,1167.6736457649
6117,42,101,014000,2009,421010140002009,Block 2009,G5040, , ,S,5531,0,+39.9741132,-075.1646329,353.13718799,59462.9591674805,1158.93245345973
6118,42,101,014700,2012,421010147002012,Block 2012,G5040, , ,S,10820,0,+39.9770299,-075.1619847,455.68192758,116442.319152832,1495.46022307195
6119,42,101,014000,3012,421010140003012,Block 3012,G5040, , ,S,5030,0,+39.9740893,-075.1614219,345.81272673,54089.4362792969,1134.74853872461
6120,42,101,015200,2019,421010152002019,Block 2019,G5040, , ,S,9692,0,+39.9854028,-075.1678112,455.07114621,104491.995727539,1494.49070047492
6121,42,101,037700,1008,421010377001008,Block 1008,G5040, , ,S,12377,0,+39.9851455,-075.1538432,499.054183,133302.829833984,1637.73292109735
6122,42,101,014100,1024,421010141001024,Block 1024,G5040, , ,S,25042,0,+39.9691591,-075.1497446,760.64025577,269565.134216309,2496.46794761719
6123,42,101,013500,4006,421010135004006,Block 4006,G5040, , ,S,4421,0,+39.9707771,-075.1692213,339.12634652,47486.5442504883,1112.48015050569
6124,42,101,013900,3002,421010139003002,Block 3002,G5040, , ,S,10719,0,+39.9729464,-075.1680490,437.05722681,115471.480895996,1435.02784013201
6125,42,101,013500,4005,421010135004005,Block 4005,G5040, , ,S,5052,0,+39.9707151,-075.1688273,349.11241817,54526.1947631836,1146.60932541131
6126,42,101,014000,1010,421010140001010,Block 1010,G5040, , ,S,6073,0,+39.9735049,-075.1663982,360.76759159,65356.0047607422,1183.82963601699
6127,42,101,014000,1011,421010140001011,Block 1011,G5040, , ,S,5718,0,+39.9729607,-075.1665854,341.04840235,61465.9167480469,1118.95879535029
6128,42,101,014000,1015,421010140001015,Block 1015,G5040, , ,S,4347,0,+39.9727836,-075.1659930,290.78247726,46764.6466064453,954.329181518528
6129,42,101,014000,1027,421010140001027,Block 1027,G5040, , ,S,10273,0,+39.9716448,-075.1635625,422.7842774,110504.892089844,1387.293385526
6130,42,101,014000,1030,421010140001030,Block 1030,G5040, , ,S,9033,0,+39.9710142,-075.1637011,404.60694291,97211.2404785156,1327.7595907243
6131,42,101,013900,2022,421010139002022,Block 2022,G5040, , ,S,336,0,+39.9756230,-075.1684113,95.54329118,3593.65258789063,313.089458660826
6132,42,101,037700,1023,421010377001023,Block 1023,G5040, , ,S,6184,0,+39.9814955,-075.1542390,362.6321113,57364.7288208008,1149.26725138335
6133,42,101,013500,4000,421010135004000,Block 4000,G5040, , ,S,1591,0,+39.9707084,-075.1648495,184.21329526,17145.4303588867,604.6469190025
6134,42,101,013300,2002,421010133002002,Block 2002,G5040, , ,S,5147,0,+39.9703577,-075.1622254,348.28724392,59196.9392089844,1159.8929098496
6135,42,101,014000,3013,421010140003013,Block 3013,G5040, , ,S,6040,0,+39.9728967,-075.1616764,360.48798611,64987.1051025391,1182.66974725374
6136,42,101,015300,1003,421010153001003,Block 1003,G5040, , ,S,13496,0,+39.9840172,-075.1572347,495.72253569,147574.161560059,1636.09638246469
6137,42,101,037700,1026,421010377001026,Block 1026,G5040, , ,S,18889,0,+39.9808694,-075.1567594,558.88860573,203267.744689941,1834.24786577782
6138,42,101,014700,2017,421010147002017,Block 2017,G5040, , ,S,12642,0,+39.9780454,-075.1585374,478.57506756,136059.861938477,1570.75615601621
6139,42,101,015200,4013,421010152004013,Block 4013,G5040, , ,S,6945,0,+39.9824154,-075.1685611,418.7088028,74664.2283325195,1373.756104261
6140,42,101,015200,1003,421010152001003,Block 1003,G5040, , ,S,9845,0,+39.9852422,-075.1665866,458.72680853,106061.482666016,1505.93411543131
