"","TractFIPS","Population2010","ACCESS2_CrudePrev","ARTHRITIS_CrudePrev","BINGE_CrudePrev","BPHIGH_CrudePrev","BPMED_CrudePrev","CANCER_CrudePrev","CASTHMA_CrudePrev","CHD_CrudePrev","CHECKUP_CrudePrev","CHOLSCREEN_CrudePrev","COLON_SCREEN_CrudePrev","COPD_CrudePrev","COREM_CrudePrev","COREW_CrudePrev","CSMOKING_CrudePrev","DENTAL_CrudePrev","DIABETES_CrudePrev","HIGHCHOL_CrudePrev","KIDNEY_CrudePrev","LPA_CrudePrev","MAMMOUSE_CrudePrev","MHLTH_CrudePrev","OBESITY_CrudePrev","PAPTEST_CrudePrev","PHLTH_CrudePrev","SLEEP_CrudePrev","STROKE_CrudePrev","TEETHLOST_CrudePrev","YEAR","COUNT_ALL_RACES_ETHNICITIES","COUNT_WHITE_NH","COUNT_BLACK_NH","COUNT_ASIAN_NH","COUNT_HISPANIC","PERCENT_WHITE_NH","PERCENT_BLACK_NH","PERCENT_ASIAN_NH","PERCENT_HISPANIC","HSI_SCORE","HEI_SCORE","HVI_SCORE","N_VERYHIGH","sumTOTAL_LPSS","avgLPSS_PER1000","sumTOTAL_HPSS","avgHPSS_PER1000","avgPCT_HPSS","avgPCT_VEHICLE_AVAIL","sumTOTAL_RESTAURANTS","avgPCT_POVERTY","sumTOTAL_UNITS","lat","lon","walk_score","transit_score","bike_score","gini","n_hospitals","pct_hosp"
"21","42101001400",3950,7.5,17.4,28,23.4,70.3,4.7,9.5,3.6,69.1,77.9,71.7,3.5,43.5,31.5,15.5,71.2,7.1,24,2.1,17.7,84.3,11.5,24.7,84.4,8.3,36.2,2.1,9.3,2010,3950,2386,1023,218,208,60.40506329,25.89873418,5.51898734,5.26582278,1.6496665,-2.77156096,-1.38729423,"0",102,28.6628496633333,38,10.93458306,27.34341069,66.87036106,27,9.50846704333333,37,39.942943602,-75.1715930244,98,100,89,0.464,NA,NA
"22","42101001500",2708,7.1,17.2,27.6,21.8,67.9,4.7,9.3,3.4,68.6,78.9,71.7,3.5,48.6,36.1,15.1,73.2,6.4,24.6,1.9,17,82.6,11.4,24.4,84.2,8.2,35.3,1.8,7.6,2010,2708,1841,451,184,172,67.98375185,16.65435746,6.79468242,6.35155096,2.07677657,-2.31237044,-1.31335679,"0",113,41.298409635,57.75,21.615846675,34.019001135,68.05367048,33,12.450500815,NA,39.9419036822,-75.159115817,97,100,90,0.444,NA,NA
"23","42101001600",2192,5.2,15.5,30.7,18,64.1,4.6,8.9,2.8,67.2,79.7,73.5,2.8,51.9,38.7,12.6,77.5,4.6,22.9,1.5,13.8,82.1,10.2,21.4,84.7,6.7,33.3,1.3,5.4,2010,2192,1797,107,94,120,81.97992701,4.88138686,4.28832117,5.47445255,0.93928723,-2.95395549,-3.12734695,"0",50,25.853421525,30,16.263204915,32.836768865,70.24501783,53,7.221560455,NA,39.9402546323,-75.1483127377,99,65,84,0.502,NA,NA
"24","42101001700",2647,5.1,17,30,19.3,66.6,5.2,8.9,2.9,68.4,81.5,76,3,54,41.4,12.8,79.7,5,24.2,1.6,14,82,10,21.6,85.2,6.9,32.8,1.4,5,2010,2647,2217,161,97,100,83.75519456,6.08235739,3.66452588,3.77786173,0.69733339,-2.67400914,-3.01589347,"0",61,19.615704475,30.25,9.425015695,28.692405755,78.825999735,16,2.38623338,NA,39.9377592618,-75.1483114374,97,64,85,0.468,NA,NA
"25","42101001800",2873,6.8,18.4,27.6,22,69.3,5.4,9.4,3.6,69.7,80,72.4,3.6,49.9,36.9,14.8,74.1,6.2,25,1.9,16.9,81.3,11,23,84.2,8.1,34.8,1.8,7.9,2010,2873,1959,535,173,133,68.18656457,18.62164984,6.02158023,4.62930734,2.614628,-2.67225453,-1.37586161,"0",108,34.41226263,58.75,19.732168655,35.775751115,67.84606923,20,5.12144364,4,39.9399997704,-75.1593091885,97,78,90,0.481,NA,NA
"26","42101001900",2721,7.3,14.6,29.4,21.3,66.2,3.7,9.6,2.6,69.1,77.3,73.8,2.8,43.7,32.7,14.9,73.2,6.1,20.9,1.8,16.7,86,11.3,25.3,85.2,7.2,37,1.7,8,2010,2721,1258,1089,116,194,46.23300257,40.02205072,4.26313855,7.12973172,1.97664819,-3.12685664,-1.7949249,"0",119,37.22058828,44,14.2063232966667,25.8216936466667,71.0959390166667,13,10.18614189,83,39.9400453698,-75.1722270676,95,76,88,0.507,NA,NA
"27","42101002000",2092,11.7,27.3,18.3,40.5,79,5.8,12.3,6.5,79.3,81.8,67.1,6.4,34.9,26.4,21.5,57.7,15.2,30.4,3.7,28.7,84.2,14.6,37.1,84.4,13.9,45.3,4.7,17.5,2010,2092,116,1799,35,70,5.54493308,85.99426386,1.67304015,3.34608031,1.011517,-1.29539323,-0.15105238,"0",69,33.62966621,4.75,2.191971575,6.364139455,67.049374405,6,17.493106145,9,39.9381416147,-75.1843144821,82,61,88,0.542,NA,NA
"28","42101002100",2036,11.7,25.3,20,37.4,77.5,5.3,12.2,5.6,77.2,80.2,64.9,6,34.9,25.6,21.6,57.1,13.6,28.9,3.3,27.5,85.1,14.9,36.2,84.6,13.3,44.8,4.1,17.9,2010,2036,240,1620,11,108,11.78781925,79.56777996,0.54027505,5.30451866,1.30362047,-1.48142859,-0.29347448,"0",83,52.37873289,7,4.32141995,7.75,63.930766635,13,24.320260635,9,39.937221404,-75.1768955358,87,73,89,0.418,NA,NA
"29","42101002200",2281,10.4,21.3,21.8,31.4,73.9,4.6,11.4,4.8,73.5,77.6,63,5.2,35.4,25.7,19.9,57.4,11.2,27.1,2.9,24.5,84.5,14.5,32.6,83.8,11.8,42.3,3.3,17.3,2010,2281,557,1376,97,175,24.41911442,60.32441911,4.25252082,7.67207365,1.70193681,-1.65846891,-0.23055406,"0",133,59.3552055733333,23.75,10.8646419966667,15.0061370466667,63.2715509733333,12,24.59460442,193,39.9364110969,-75.1703922688,92,79,82,0.556,NA,NA
"30","42101002300",2682,10.7,20.5,24,24.8,70.6,5.3,9.6,5.1,68.4,75.9,66.5,5.4,47.1,33.2,19.5,65.8,8.4,28.4,2.4,22.9,78.3,13.8,25.2,80.4,11.3,36.5,2.5,11.9,2010,2682,1737,123,382,376,64.76510067,4.58612975,14.24310216,14.01938852,2.51270368,-1.19357932,0.41139073,"0",133,46.888273315,56.25,20.26992921,29.859708195,65.67880904,21,7.383441055,NA,39.9348216832,-75.1629799433,96,79,81,0.446,NA,NA
"31","42101002400",5129,10.6,18.2,26,22.4,68.2,4.9,9.3,4,68.1,76.9,67.5,4.3,45.9,33.7,17.8,67,7.3,26.1,2.1,20.6,79.5,12.4,23.5,81,9.7,36.8,2,10.8,2010,5129,2878,422,802,912,56.11230259,8.2277247,15.63657633,17.78124391,2.01527312,-1.38230792,-0.13015713,"0",281,59.15399987,147,31.515314768,34.393719886,66.98188971,82,12.557182538,64,39.9367633655,-75.1595101315,97,77,87,0.462,NA,NA
"32","42101002500",3769,9.2,22.7,22.7,29,74.4,5.8,10.4,5.2,72.2,79.3,69.7,5.3,43.9,31.9,18.5,67,9.9,28.9,2.7,22.6,81.8,13.2,28.3,83.7,11.2,37.8,2.9,10.9,2010,3769,1815,1316,261,293,48.15600955,34.91642345,6.92491377,7.77394534,1.02251805,-1.17373777,-1.30264011,"0",179,52.1767213225,78.25,22.3239879075,28.427494675,75.69837194,14,13.478478185,500,39.934295957,-75.1498023644,95,65,86,0.596,NA,NA
"33","42101002701",3874,15.7,19.2,21.4,27,69.5,4,10.2,4.9,68.9,72.4,55.4,5.6,35.9,25.6,23.7,51.2,10.7,27.8,2.7,28.8,79.3,16,28.5,77.1,13.2,42.5,2.9,19.3,2010,3874,1117,852,1002,800,28.83324729,21.99277233,25.86473929,20.65049045,2.62295897,0.13199816,1.10157607,"0",167,42.99917476,24,6.43989425666667,12.71308498,51.67147823,7,26.26508307,55,39.9285526629,-75.153703264,88,64,84,0.426,NA,NA
"34","42101002702",3566,8.7,24.3,25.2,26.9,72.6,6.5,10,5.4,69.7,78.9,66.7,6.1,46.3,33.3,21,65.2,8.4,30.5,2.5,22.5,78.6,13.9,26.8,81.7,11.8,36.9,2.6,12.6,2010,3566,3133,125,100,148,87.85754347,3.5053281,2.80426248,4.15030847,2.28707272,-1.45734148,-0.74823411,"0",162,39.5274041775,18,4.1616839975,10.1248256075,78.0480597075,15,12.757552695,NA,39.9280114173,-75.1495606127,90,63,89,0.426,NA,NA
