"","TractFIPS","Population2010","ACCESS2_CrudePrev","ARTHRITIS_CrudePrev","BINGE_CrudePrev","BPHIGH_CrudePrev","BPMED_CrudePrev","CANCER_CrudePrev","CASTHMA_CrudePrev","CHD_CrudePrev","CHECKUP_CrudePrev","CHOLSCREEN_CrudePrev","COLON_SCREEN_CrudePrev","COPD_CrudePrev","COREM_CrudePrev","COREW_CrudePrev","CSMOKING_CrudePrev","DENTAL_CrudePrev","DIABETES_CrudePrev","HIGHCHOL_CrudePrev","KIDNEY_CrudePrev","LPA_CrudePrev","MAMMOUSE_CrudePrev","MHLTH_CrudePrev","OBESITY_CrudePrev","PAPTEST_CrudePrev","PHLTH_CrudePrev","SLEEP_CrudePrev","STROKE_CrudePrev","TEETHLOST_CrudePrev","YEAR","COUNT_ALL_RACES_ETHNICITIES","COUNT_WHITE_NH","COUNT_BLACK_NH","COUNT_ASIAN_NH","COUNT_HISPANIC","PERCENT_WHITE_NH","PERCENT_BLACK_NH","PERCENT_ASIAN_NH","PERCENT_HISPANIC","HSI_SCORE","HEI_SCORE","HVI_SCORE","N_VERYHIGH","sumTOTAL_LPSS","avgLPSS_PER1000","sumTOTAL_HPSS","avgHPSS_PER1000","avgPCT_HPSS","avgPCT_VEHICLE_AVAIL","sumTOTAL_RESTAURANTS","avgPCT_POVERTY","sumTOTAL_UNITS","lat","lon","walk_score","transit_score","bike_score","gini","n_hospitals","pct_hosp"
"35","42101002801",4324,16.9,19.3,21.9,25.9,70.3,4.6,9.3,5.1,68.7,73.4,55.9,5.4,37.6,27.2,22,52.2,10.4,28.8,2.6,28.1,76.8,14.5,24.8,74.8,12.5,41.3,2.7,18.1,2010,4324,1282,325,1360,1256,29.64847364,7.51618871,31.45235893,29.04717854,3.28242513,0.24916975,1.91922423,"1",203,42.4623132666667,40.25,8.52880791333333,16.2098521133333,59.8349343466667,15,18.73250444,NA,39.9289729618,-75.156831914,92,72,80,0.462,NA,NA
"36","42101002802",5539,11.3,22.7,23.2,25.9,73,6.4,9.4,5.5,70,77.9,64.6,5.8,45.3,32.3,19.1,64,8.6,30,2.5,23.1,77.1,12.9,22.8,78.1,11.5,36.7,2.7,13.8,2010,5539,3588,72,1059,739,64.77703557,1.29987362,19.11897454,13.34175844,3.20704505,-0.20994911,1.97341354,"1",389,69.561389278,76.25,14.585531652,15.835528776,67.199783304,37,6.392854902,NA,39.9288001096,-75.1614072386,98,76,78,0.46,NA,NA
"37","42101002900",4141,9.3,24.3,24.4,27.3,73.6,6.9,9.7,5.9,70.1,78.7,69.6,6.1,48.5,34.9,19.8,69,8.5,30.7,2.6,22.5,78.4,13.2,25.1,81.3,11.7,35.1,2.8,10.9,2010,4141,3358,102,301,262,81.09152379,2.46317315,7.26877566,6.32697416,2.91173859,-0.52309164,1.41471663,"0",207,51.3258341633333,47.75,10.8676535933333,17.5980468533333,62.37335884,34,17.2533157166667,NA,39.9306984478,-75.1655728202,98,79,76,0.429,NA,NA
"38","42101003001",4664,13.3,20.9,16.8,29.9,75.2,4.6,9.4,5.7,72.3,76.2,55.8,5.5,37,26.1,21.2,51.9,12.9,31,2.9,29.3,77.2,14,24.1,72,13.1,43.9,3.3,18.4,2010,4664,888,1015,2277,338,19.03945111,21.76243568,48.82075472,7.24699828,2.75756939,0.2028533,2.27730127,"1",266,71.223786614,26.25,7.2691155,8.989553496,64.532525534,9,24.223070194,NA,39.9290640363,-75.1719912034,91,77,82,0.375,NA,NA
"39","42101003002",3200,13.8,25.8,18.7,36.9,77.6,5.3,12.1,6.6,75.4,77.3,60.7,7.1,33.4,23.9,24,50.2,14.8,30.8,3.6,30.5,81.9,16.3,34.6,80.6,15,45.1,4.5,23.3,2010,3200,533,1980,330,263,16.65625,61.875,10.3125,8.21875,2.13864175,0.03512359,1.76852658,"1",191,70.634294755,26.25,9.4543432375,11.7113878875,59.10126585,7,17.67809377,150,39.9327262836,-75.1711915161,84,79,77,0.517,NA,NA
"40","42101003100",4437,13.3,29,16.7,42.9,80,5.9,12.8,7.4,79.4,80.9,63.1,7.6,32.4,24.1,24,50.7,17.2,32.2,4.1,32.1,83.5,16,38.9,83.1,15.9,47,5.4,22.8,2010,4437,192,3845,190,122,4.32724814,86.65765157,4.28217264,2.74960559,1.65247556,-0.090013,1.2757581,"0",284,80.70778317,15,4.23362578,5.00384710333333,50.8711132183333,16,23.9043078583333,10,39.9323428485,-75.1779571929,82,72,82,0.466,NA,NA
"41","42101003200",4875,15.7,29.5,16,43.6,78.5,5.4,14.1,7.6,79,78,58.6,9,29.2,21.8,29.2,44,17.9,31.9,4.4,36.4,83.3,19.3,42.9,82.7,18.3,49.2,5.8,28.1,2010,4875,197,4399,44,100,4.04102564,90.23589744,0.9025641,2.05128205,0.84259518,0.91132183,1.61644822,"0",213,61.43925523,5.25,1.43309560166667,2.34742196333333,54.0179573366667,10,31.14115454,15,39.9333011532,-75.1854186846,83,60,77,0.416,NA,NA
"42","42101003300",6162,15.9,28.1,18.3,38.6,75.5,5.3,13.5,7.3,75.2,76.1,56,9.2,33.6,23.3,31,44.9,15,31.8,3.8,35.1,80.8,19.7,38.8,80.8,18.2,47.3,4.8,26.6,2010,6162,1573,4018,227,197,25.52742616,65.20610191,3.68386887,3.19701396,-0.15714829,0.72305153,0.94041634,"0",130,26.6728557066667,6.75,1.38347706,5.00372870666667,47.6956612316667,23,30.2433467683333,222,39.9382356426,-75.1961070264,72,60,80,0.461,NA,NA
"43","42101003600",6723,17.6,31,14.7,41.6,78.7,6.3,13.2,9.4,76,76.1,53.7,10.8,31.9,21.2,30.4,40.1,17.7,34.9,4.6,38.6,79.6,19.8,37.8,79.8,20.4,47,6.1,31.4,2010,6723,1404,3946,904,322,20.88353414,58.6940354,13.44637811,4.78952848,0.46118865,2.16048118,2.75462434,"1",111,16.259280605,7.5,1.08055881,6.6735309,60.3999759225,6,44.46560129,75,39.9279255846,-75.1920208283,62,56,63,0.479,NA,NA
"44","42101003701",6609,14.8,26.6,16.8,38.8,76.6,4.9,13,6.5,77,78,58.1,7.7,33.2,24.6,27.5,48.1,15.6,30.9,3.7,33.8,82.7,17.9,37.9,81,16.6,48.2,4.6,22.7,2010,6609,506,4843,838,268,7.65622636,73.27886216,12.67967923,4.05507641,1.29326435,0.00997921,1.28645877,"0",243,54.981475992,15.25,3.346785072,5.786174478,58.17769332,21,34.814363928,NA,39.9276728165,-75.1806654707,86,71,86,0.52,NA,NA
"45","42101003702",3707,15.5,26,17.6,34.9,74.7,5.3,12.2,6.8,73.8,75.7,56.1,8.2,37.9,25.8,28.1,49.1,13.5,31.3,3.5,33.6,79.3,18.1,33.5,78.6,16.8,45.4,4.2,22.4,2010,3707,988,1722,693,186,26.65227947,46.45265714,18.69436202,5.01753439,1.92679692,0.72802452,2.37174523,"1",117,28.37906285,17.75,4.32371458,13.2172055633333,59.3655629866667,16,24.4854875466667,NA,39.924528236,-75.1824353664,88,69,85,0.484,NA,NA
"46","42101003800",3898,9.4,29.4,22.3,31.8,77.2,8.1,10.1,7.4,72.2,80.6,68,7.8,46.2,33.2,21.8,65.7,10.2,34.3,3,25.3,77,13.9,26.6,79.6,13.7,36.2,3.5,13.7,2010,3898,3465,68,196,118,88.89173935,1.74448435,5.0282196,3.02719343,0.96232635,0.14799749,1.64857716,"0",172,45.820698815,24.25,6.367497715,12.44888229,78.97467928,34,8.1388900575,NA,39.9184658443,-75.1831322199,89,68,81,0.484,NA,NA
"47","42101003901",6062,11.2,25,21.4,29.5,74.9,6.5,10.1,6.5,71.1,77.6,63.6,6.9,44.3,31.2,21.7,61.6,10.4,31.8,2.9,26.1,77.7,14.4,26,78.4,13.4,38.4,3.3,15,2010,6062,3886,564,1103,384,64.10425602,9.30386011,18.19531508,6.33454306,2.78122426,0.09885446,2.40370148,"1",250,39.4417511725,19.75,3.0955962975,7.2987959225,62.782512855,37,22.0000493625,NA,39.923826251,-75.1732853803,95,78,87,0.425,2,0.0555555555555556
"48","42101003902",5507,9,29.4,23.4,31.2,76.7,8.3,10.2,7.2,71.9,80.5,69.5,7.7,47.6,34.2,21.9,67.5,9.7,34,2.9,24.7,77.6,14,26.6,80.3,13.5,35.6,3.4,12.4,2010,5507,5263,17,80,99,95.56927547,0.30869802,1.45269657,1.797712,2.69032082,-0.07441019,1.91801607,"1",144,29.704797275,12.5,2.3640720225,7.747002075,76.5231430225,25,11.489390055,NA,39.916717856,-75.1744118919,89,78,89,0.44,NA,NA
"49","42101004001",4259,11.5,25.4,22.8,28.7,74.1,6.8,10.1,6.6,70,77,63.5,7.2,43.7,30.4,22.4,60.5,9.7,31.8,2.9,25.7,77.1,14.7,25.9,79,13.5,37.5,3.2,16.1,2010,4259,3220,89,510,352,75.60460202,2.08969242,11.97464193,8.2648509,3.62141623,0.72159735,3.13332606,"1",317,82.0545586225,27,6.83303438,7.8233875825,67.5796479425,25,22.5095766525,NA,39.9238035358,-75.1662102383,95,79,83,0.436,NA,NA
"50","42101004002",4998,9.8,28.1,23.7,30,75.6,7.8,10.2,6.8,71.2,79.5,66,7.6,44.4,31.9,22.3,62.1,9.5,33.2,2.8,24.8,76,14.1,26.1,78.9,13.4,36.9,3.2,16,2010,4998,4507,25,208,208,90.17607043,0.50020008,4.16166467,4.16166467,3.59442733,0.10869246,2.68968025,"1",276,64.3091217825,11.75,2.8983518,4.087696715,70.5475257575,20,6.0794640725,NA,39.918894334,-75.1674160231,91,79,86,0.418,1,0.0277777777777778
"51","42101004101",6243,21.4,24.8,16.8,33.8,74.8,5,11,7.8,70.4,71.2,48,8.8,29.9,20.5,29.2,37.9,15.4,33.4,3.8,37.1,76.8,18.7,30.5,73.1,18.5,45.7,4.6,31.5,2010,6243,1419,1281,2072,1288,22.72945699,20.51898126,33.18917187,20.63110684,2.54497762,2.95590763,4.17535485,"1",341,59.1063469775,17.75,3.13366312,4.8805734925,45.1105965675,18,38.9867373425,72,39.9229610848,-75.1589741358,93,73,83,0.426,NA,NA
"52","42101004102",7848,18.4,24.9,18.3,31.4,73.2,5.3,10.9,7.4,69.2,71.5,52.8,9,36.1,24.5,29.5,45.3,13.1,33.1,3.4,34.8,75.6,18.7,29.1,73.9,17.7,43.4,4,25.2,2010,7848,3351,803,2355,1125,42.69877676,10.23190622,30.00764526,14.33486239,1.7387877,2.36241108,3.48722987,"1",279,37.66138103,15.75,1.98411043,5.3556354225,67.5459174725,16,28.5867978525,NA,39.9179425228,-75.160062856,88,73,85,0.397,NA,NA
"53","42101004201",5105,11.5,25.8,22.9,28.9,73,6.3,10.8,6.3,69.6,76.4,62.5,7.7,43.5,30.9,25.1,58.8,9.9,31.9,2.9,26.8,76.6,16.2,28.3,78.6,14.5,39.1,3.2,17,2010,5105,4050,278,430,274,79.33398629,5.44564153,8.42311459,5.36728697,2.98206208,-0.33698218,0.90135824,"0",218,48.7324441775,26,6.5383147,11.21593665,79.4924498625,14,18.6761949825,61,39.9219553863,-75.1512640272,92,64,86,0.47,NA,NA
"54","42101004202",4925,12.6,28.4,21.5,31.8,76.1,7.2,10.8,7.4,71.1,76.8,61.7,8.6,41.1,28.4,25.5,55.9,11.2,33.9,3.2,29.1,76.3,16.1,27.7,76.5,15.4,39.3,3.8,19.6,2010,4925,3732,247,536,300,75.77664975,5.01522843,10.88324873,6.09137056,2.2997793,1.19532431,2.36608678,"1",193,35.64515878,19.5,3.5872660175,9.61570078,75.21174046,12,15.913125,13,39.9168569989,-75.1516284051,87,61,78,0.409,NA,NA
"55","42101005400",1314,11.8,26.8,19.4,39.1,78.1,5.8,11.8,6.3,77.9,82.6,69.4,6.4,38.6,30.4,22.1,62,14.5,31.1,3.4,27.3,84.5,14,35.6,84.2,13.7,44.3,4.2,13.5,2010,1314,160,997,73,49,12.17656012,75.87519026,5.55555556,3.72907154,-4.09536633,-0.13807682,-2.91757992,"0",1,0.64308682,0,0,0,78.40735069,0,13.31189711,NA,39.8879077239,-75.2553008203,6,46,39,0.411,NA,NA
"56","42101005500",5635,11.6,27.7,18.5,39.4,78.2,6,12.2,6.3,78.9,82.9,66.4,6.7,36.7,28,22.4,56.9,14.4,31.2,3.4,28.3,83.5,14.6,36.5,83.5,14,45.4,4.2,16.9,2010,5635,710,4420,203,152,12.59982254,78.43833185,3.60248447,2.6974268,-0.51183185,-0.28463935,-1.07620606,"0",36,7.16680055,4.25,0.76493708,11.21743753,76.1772153533333,3,14.9281769533333,NA,39.906897064,-75.2474966794,48,57,56,0.376,NA,NA
"57","42101005600",1111,15.9,27,16.2,39.7,75.7,4.9,14.3,7.3,77,75.3,60,8.7,31,22.4,29.3,44.2,16.2,30.4,4.1,35.6,82.6,20.2,41.1,81.5,17.8,48.1,5.3,27.4,2010,1111,85,931,41,26,7.65076508,83.79837984,3.69036904,2.34023402,-0.97192426,-0.87117252,-2.36673614,"0",3,3.09278351,1.25,1.28865979,29.41176471,51.60680529,7,48.7628866,18,39.8988327921,-75.2447346396,33,58,61,0.338,NA,NA
"58","42101006000",6450,14.1,28.4,17.1,39.6,77.1,5.8,12.8,7.2,77.3,79.5,59.4,8.3,35.8,25.4,26.8,47.3,15,32,3.7,32.7,80.7,17.2,37.9,81.5,16.6,47.1,4.7,23.6,2010,6450,1112,4593,410,170,17.24031008,71.20930233,6.35658915,2.63565891,0.17212877,0.49120677,0.41911332,"0",91,18.40827733,3.25,0.479790758,4.197512,55.276082364,17,36.552658994,60,39.9115197096,-75.2381570198,72,69,65,0.38,NA,NA
"59","42101006100",3123,13.5,28.4,17,40.6,78.2,6,12.2,7.4,78.3,80.8,60.7,7.8,34.4,25,25.1,48.9,15.6,32.2,3.8,32,81.1,15.9,37.2,82.3,15.8,46.8,4.8,22.9,2010,3123,412,2308,291,49,13.19244316,73.90329811,9.3179635,1.56900416,-0.43358954,0.67077349,0.34957756,"0",33,13.422699945,0.75,0.264721475,2.1978022,72.10543542,3,27.845793895,NA,39.915001343,-75.2288093375,46,65,68,0.311,NA,NA
"60","42101006200",4524,15.2,23.5,18.1,36.4,71.4,4,13.4,5.5,75.8,75.6,56.1,7.2,33.7,24.7,29.9,46,13.2,27.5,3.3,34,81.9,19.5,41.2,83.7,16.1,49.1,4,22.9,2010,4524,408,3704,219,107,9.01856764,81.87444739,4.84084881,2.36516357,1.01437125,-1.14663135,-0.71804296,"0",145,30.19271402,5.5,1.0773011675,3.356016265,63.48104561,17,37.7502429125,NA,39.9194134199,-75.2335256208,76,72,71,0.401,NA,NA
"61","42101006300",4236,19.2,25.9,16.4,40,74.5,4.2,13.4,7.3,75.2,73.7,51.4,9,29.6,21,33.4,39.9,16.9,31.3,4,38.8,81.2,20.7,40.4,79.9,19.3,50.1,5.2,28.5,2010,4236,224,3115,610,189,5.28800755,73.53635505,14.40037771,4.46175637,-0.46280516,1.04080244,0.52536321,"0",162,52.546404725,9.25,2.9157621025,5.4093798775,49.60296997,16,53.31230468,63,39.9210843835,-75.2399759607,78,73,66,0.556,NA,NA
"62","42101006400",4472,15.8,24.4,17.6,37.2,73.4,4.3,13.1,5.9,76.1,76.1,55.3,7.4,34.3,24.1,29.5,46.4,14.3,29.1,3.4,34.4,81.9,18.9,39,81.6,16.5,48.9,4.2,22.8,2010,4472,314,3372,525,146,7.02146691,75.40250447,11.73971377,3.2647585,-0.92727758,0.29892636,-0.85716893,"0",99,25.9524621133333,6.25,1.72504852666667,6.18345567666667,69.4720391266667,3,31.71869916,NA,39.9255013299,-75.2420824613,72,71,64,0.424,NA,NA
"63","42101006500",4486,14.7,30.8,16.1,45.2,79.8,5.8,13.9,7.6,80.4,81.1,61.6,8.7,30.9,23.6,27.6,47.2,18.4,32.7,4.3,34.8,83.7,17.6,42.3,83.3,17.6,49.2,5.7,24.8,2010,4486,31,4255,23,78,0.69103879,94.85064646,0.5127062,1.73874276,-1.65522574,0.07110632,-1.64678946,"0",156,38.0782890416667,17.75,4.31937488,10.4081252316667,52.6646912466667,8,28.6271661666667,50,39.9366338901,-75.2365043492,27,NA,NA,0.472,NA,NA
"64","42101006600",3750,17.8,30.4,14.6,44,79.4,5.9,13.4,8.9,78.1,76.9,53,9.8,26.9,18.8,29.3,37.6,19.3,33.9,4.8,38.8,80.6,19.1,39.7,79.6,19.6,49.4,6.5,34.5,2010,3750,178,2914,415,149,4.74666667,77.70666667,11.06666667,3.97333333,0.16810715,1.5015779,1.46014108,"0",178,63.0635066175,19.5,7.1034782,9.8891543675,55.707827565,31,39.38110512,143,39.9293155476,-75.2298423301,76,71,67,0.467,NA,NA
"65","42101006700",7472,16.2,24.3,18.5,36.1,71.9,4.3,13.4,5.6,75.5,75.8,55.9,7.5,35.8,24.7,30.3,46,13.3,28.3,3.3,34.1,81.6,19.3,39.1,81.9,16.5,49,4,23.5,2010,7472,763,5691,534,279,10.2114561,76.1643469,7.14668094,3.73394004,-0.10106049,-0.87083234,-1.20457259,"0",207,33.1259694857143,11.25,1.62291669571429,4.29062354857143,62.55356381,13,29.0059284571429,103,39.9242476128,-75.224281547,70,68,75,0.434,NA,NA
"66","42101006900",2539,19.6,30.9,14.3,45.3,77,4.7,16.3,8.1,78.1,74.5,50.5,11.5,27.2,19,37,34.1,19.7,32.4,4.9,42.7,82.9,24.6,48.2,82.7,23,52.6,6.6,36.6,2010,2539,56,2378,2,55,2.20559275,93.65892083,0.07877117,2.16620717,-1.79673372,0.9866651,-0.6222843,"0",48,21.5969044333333,3.25,1.58844597,5.76902484,35.3114980766667,4,57.7176398,NA,39.9308419675,-75.2146589091,35,68,60,0.522,NA,NA
"67","42101007000",3990,15.2,30.2,16.5,44.6,79.2,5.5,14.1,7.3,80,80.1,59.1,8.7,29.1,22.1,28.4,42.8,18.1,32.5,4.2,35,83.6,18.1,42.3,82.7,17.7,50.1,5.6,28.2,2010,3990,51,3788,29,40,1.27819549,94.93734336,0.72681704,1.00250627,0.29237867,1.23952882,1.76766538,"1",156,56.748966732,15.5,5.621987002,9.017048862,55.996462066,18,22.62965281,9,39.9351850655,-75.221476922,74,73,76,0.509,NA,NA
"68","42101007101",2557,17.7,34.9,13.7,49.7,81.2,6.4,14.8,10.6,79.9,78.2,55.4,12.2,27.8,19.7,32.7,38,22.3,36.1,5.6,41.9,82.9,21.3,46.3,82.5,22.9,50.1,7.8,33.9,2010,2557,122,2308,23,40,4.77121627,90.26202581,0.89949159,1.5643332,-0.30771332,2.54043708,2.72522965,"1",91,36.5253628833333,8.5,3.06905476666667,8.43651220333333,47.2129410866667,11,37.7227870466667,NA,39.9381579769,-75.2249982956,73,72,78,0.348,NA,NA
"69","42101007102",4924,15.7,32.4,15,47.4,80.7,6.1,14.2,8.6,80.5,80.1,60.6,9.8,28.3,21.8,29,43.6,20.3,34.2,4.8,37.2,83.7,18.8,44.3,83.1,19.3,49.5,6.5,27.7,2010,4924,31,4715,19,70,0.62956946,95.75548335,0.38586515,1.42160845,0.26806025,0.83789355,1.15169337,"0",138,29.088006728,14.75,3.050011678,9.675914212,61.837579258,3,36.757337192,NA,39.9409204554,-75.2282510369,47,70,85,0.451,NA,NA
"70","42101007200",4773,15.9,32,15.2,46.6,80.5,6,14.3,8.4,80.4,80,60.8,9.7,29.9,22.9,28.8,45.1,19.8,33.9,4.7,36.9,82.9,18.7,43.4,82.6,19.1,49,6.4,27.2,2010,4773,60,4459,41,115,1.25707102,93.42132831,0.85899853,2.40938613,-0.27223941,1.36692659,1.52869816,"0",149,32.54007527,19,4.28103207666667,11.1761851433333,58.183190575,12,32.4030086466667,NA,39.9446369796,-75.2332168373,71,69,86,0.402,NA,NA
"71","42101007300",3088,14.4,27.6,18.2,40.8,77.4,5.3,13.5,6.6,78.3,79.2,61.7,7.6,31.5,24.1,27.1,49,15.9,30.4,3.8,32.7,83,17.5,40.1,83.3,16.1,48.3,4.9,23.3,2010,3088,184,2696,30,81,5.95854922,87.30569948,0.97150259,2.62305699,0.14634864,-0.19967873,0.29765813,"0",117,52.5422879325,19.25,8.81384706,14.0943637825,51.683463635,8,23.631997345,2,39.9448185247,-75.2232916725,58,76,93,0.418,NA,NA
"72","42101007400",4338,14.5,29.3,16.4,42.9,79.2,5.5,13.8,7.8,78.6,78.3,59.5,8.7,29.2,21.2,27,45.1,17.8,32.1,4.4,34.5,83.8,18.5,41.2,82.2,17.6,48.1,5.8,27.9,2010,4338,285,3762,62,120,6.56984786,86.7219917,1.42923006,2.76625173,0.07118388,-0.03322367,0.0779958,"0",103,26.98378856,9.25,2.385491664,8.888062084,50.721196586,20,34.49683033,90,39.9408574901,-75.2143066662,80,74,83,0.486,NA,NA
"73","42101007700",2380,9.9,15.5,21.5,23.4,69.1,3.4,10.5,4.7,69.2,67.1,63.1,4.5,36.3,24,18.5,56,8.5,23,2.5,23.7,84.5,16.2,24.9,75.7,10.3,40.4,2.7,19.5,2010,2380,966,696,583,51,40.58823529,29.24369748,24.49579832,2.14285714,-1.22007329,-2.59046509,-3.46466624,"0",32,15.540318115,7.5,3.43673123,17.61040865,56.567704035,6,41.90720524,NA,39.9463523499,-75.2082583944,90,84,92,0.523,NA,NA
"74","42101007800",4177,9.4,19.5,24.4,26.5,70.9,4.6,10.8,4.4,70.2,75.8,67,4.9,40.3,29.1,19.3,63.7,8.7,25.9,2.5,21.9,83.2,14.2,28.6,83.1,10.8,38.9,2.7,13.4,2010,4177,2099,1470,244,203,50.25137659,35.19272205,5.84151305,4.85994733,-0.95095083,-2.09519232,-2.27110443,"0",108,27.313790222,23.25,5.969956006,17.809868282,73.486907992,21,22.670929998,NA,39.9464580181,-75.2162636633,93,80,97,0.506,NA,NA
"75","42101007900",4553,8,17.4,26.4,24,69.3,4.3,10.1,3.4,70.6,78.1,71.3,3.6,44.7,33.6,16.4,71,7.3,23.8,2,18.9,83.5,12.2,26.5,84.2,8.7,37.8,2.1,9,2010,4553,2123,1699,255,242,46.62859653,37.31605535,5.60070283,5.31517681,-0.8081917,-2.53368223,-2.28523795,"0",100,23.1424518075,24.25,5.7380319625,19.63821368,65.671691215,13,11.9151912875,NA,39.9504629775,-75.2182570151,94,76,99,0.469,NA,NA
"76","42101008000",3951,11.6,26.8,18.5,39.6,78.5,5.6,12.4,6.2,78.4,81.1,64.3,6.5,34.1,25.6,22.2,55.3,14.8,30.2,3.6,28.7,84.6,15,37.3,84.5,14,45.5,4.5,18.9,2010,3951,372,3291,46,138,9.41533789,83.29536826,1.16426221,3.49278664,-0.34022471,-1.05936723,-0.38047985,"0",151,37.4615885725,22,5.5139631225,12.7009910225,61.849597145,17,26.6838976075,14,39.9506613516,-75.2268423422,89,69,92,0.478,1,0.0277777777777778
"77","42101008101",2758,16.2,32.9,14.1,48.2,81,6.1,14.4,9.2,80.4,80.1,58.2,10.2,28.1,21,29.6,42.2,20.9,34.3,5.1,38.6,83.1,19.4,45.3,83.8,20.3,49.7,7,30,2010,2758,32,2610,12,48,1.16026106,94.6337926,0.4350979,1.74039159,-0.0331241,1.02034713,1.63558074,"0",77,27.02275234,8.25,2.94374321666667,9.76902087666667,60.23173486,6,42.18155236,20,39.9483648587,-75.2360506279,80,67,84,0.434,NA,NA
"78","42101008102",5028,15.7,33.2,14.4,48.5,81.5,6.3,14,9.3,80.8,80.5,57.8,10,28.8,20.6,28.4,43,20.8,34.4,5.1,38.2,83.6,18.7,44.3,83.6,19.8,49.3,7.1,30,2010,5028,33,4786,10,101,0.65632458,95.18695306,0.19888624,2.00875099,-0.1343003,0.89388396,1.95001073,"1",183,37.780442604,14.5,2.900986326,7.3690673,52.38621566,8,35.79576886,NA,39.9522216457,-75.2345583617,55,72,90,0.404,NA,NA
"79","42101008200",6797,12.9,31.7,15.9,46,81.7,6.9,13.1,8,81.8,83.7,64.1,7.8,32.6,24.3,22.9,51.6,18,33.1,4.4,32,83.6,15.1,39.2,83.7,16,47.4,5.8,22.4,2010,6797,38,6461,44,125,0.55907018,95.05664264,0.64734442,1.83904664,-0.83866361,0.68850287,0.34415873,"0",132,27.4613254885714,8.25,1.66522161714286,6.07737793142857,58.8216769228571,7,23.0146687514286,NA,39.9489659695,-75.2453590271,37,64,76,0.403,NA,NA
"80","42101008301",4081,13.6,36.2,13.9,50.8,84.6,8,13,10.2,83.1,84.8,62.8,9.4,31.6,22.5,22.9,47.9,21.1,36.5,5.2,34.8,82.4,15,39.5,83.2,18,46.8,7.1,26.1,2010,4081,96,3779,41,85,2.35236462,92.59985298,1.00465572,2.08282284,-1.28747735,2.07474453,1.46982546,"0",86,16.8364539533333,0,0,0,53.5640278933333,6,22.2679723233333,224,39.9577459295,-75.2465795296,75,75,85,0.482,NA,NA
"81","42101008302",4307,15.2,32.3,15.2,46.9,80.8,6.3,13.9,8.6,80.7,81.2,59.7,9.3,30.4,22.3,27.4,46,19.6,33.6,4.8,36.2,83.1,17.8,42.7,83.3,18.6,49,6.4,27.4,2010,4307,27,4049,40,109,0.62688646,94.00975157,0.92872069,2.53076387,-0.34969434,0.83235034,1.22833271,"0",146,33.2741305725,2.25,0.49782639,1.5080314425,45.5743278775,30,33.66893616,NA,39.9566982103,-75.2414378275,71,70,91,0.499,NA,NA
"82","42101008400",4488,13.6,30.8,15.7,45.3,80.5,6.2,13.4,7.8,80.8,81.9,59.6,8.2,31,21.8,25,47.5,18.1,32.4,4.5,33.9,83.9,16.7,41.3,84.3,17,48.4,5.9,25.7,2010,4488,35,4209,22,90,0.7798574,93.78342246,0.49019608,2.00534759,0.13547783,0.29783097,1.41551724,"0",281,65.5861140216667,15.25,3.432852935,4.98186703666667,52.6473855666667,22,27.6241908166667,11,39.9579899479,-75.2354680687,75,72,89,0.509,NA,NA
"83","42101008500",6313,15.4,30.7,15.9,45.3,79.6,5.8,13.8,8.2,79.4,79.7,57.3,9.1,29.2,20.8,28.2,43.7,18.7,32.8,4.6,36,83.3,18.3,42.5,83.2,18.5,49.2,6.2,28.9,2010,6313,210,5713,87,131,3.32646919,90.49580231,1.37810866,2.07508316,-0.21929918,0.93516625,1.96828914,"1",301,50.3843553142857,33.75,5.92190094714286,10.1752719628571,48.7212173071429,43,33.8337602814286,59,39.9568820762,-75.226538937,92,73,92,0.49,NA,NA
"84","42101008601",2947,8.4,16.4,25.3,22.9,67.9,4,10.5,3.4,69.8,75.2,68.7,3.7,42.6,30.8,16.9,67.1,7.2,22.9,2.1,19.6,83.8,13.3,26.1,83,9,38.1,2.1,10.8,2010,2947,1351,1070,291,118,45.8432304,36.30810994,9.87444859,4.00407194,0.50730445,-2.76764591,-1.8970429,"0",61,21.34325108,14.75,4.977262035,20.0968523,60.838133485,17,20.16083689,98,39.9537340604,-75.2165930014,93,82,99,0.408,NA,NA
"85","42101008602",3010,11.5,24,19.9,36.1,76.4,5.2,12,5.6,77.2,79.7,62.2,5.7,33.5,24.2,21.2,52.6,13,28.3,3.2,27,83.9,14.6,34.8,83.4,12.7,45.5,3.9,21,2010,3010,303,2395,106,108,10.06644518,79.56810631,3.52159468,3.58803987,1.58169978,-0.81322428,0.56942547,"0",105,46.0407414333333,19.5,8.15007532,15.70196023,64.64477939,4,16.60036479,NA,39.9569724761,-75.2167029991,91,80,96,0.483,NA,NA
"86","42101008701",4147,8.6,11.2,26.8,16.5,57.4,2.6,9.3,2.2,65.7,70.3,63.9,2.8,41.8,30.4,15.9,63.8,4.8,18.7,1.5,18.2,82.5,12.9,21.4,80,7.4,37.8,1.3,10.2,2010,4147,2031,661,1057,217,48.97516277,15.93923318,25.4883048,5.23269834,-0.54094789,-2.60068223,-2.46089835,"0",75,17.6720523166667,17.25,4.08106916333333,18.8263762833333,58.4210577666667,29,24.6372504,NA,39.9535657401,-75.2104987663,96,86,92,0.534,NA,NA
